time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/entropy_loss,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/clip_fraction,train/std,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
12357632,17456,6034,707,-1.409695241600275,1.3686102628707886,0.0003,5.177398384362459,0.007940829,0.111572265625,0.7658969759941101,0.2,-0.004289979019085876,60330,-0.017049312591552734,4431.759599999999,9989.0
12359680,17459,6035,707,-1.4056967671960592,2.260072708129883,0.0003,12.842281150817872,0.009769803,0.103125,0.7759251594543457,0.2,-0.0021946013381239026,60340,0.007271826267242432,4431.759599999999,9989.0
12361728,17462,6036,707,-1.4092298742383718,2.2965595722198486,0.0003,5.308593609929085,0.0070970226,0.097607421875,0.7698978781700134,0.2,-0.002962369058514014,60350,-0.007132053375244141,4431.759599999999,9989.0
12363776,17465,6037,707,-1.4084073472768068,3.46272873878479,0.0003,4.6422997349873185,0.010344425,0.11162109375,0.7720373272895813,0.2,0.0014172061244607903,60360,-0.004177212715148926,4431.759599999999,9989.0
12365824,17467,6038,707,-1.4106406848877668,1.1812841892242432,0.0003,2.5144351850263775,0.010172244,0.116650390625,0.7701639533042908,0.2,-0.0015853748584049754,60370,-0.005737781524658203,4431.759599999999,9989.0
12367872,17470,6039,707,-1.4129345659166574,3.177886486053467,0.0003,4.881918242573738,0.009010828,0.096484375,0.7636510133743286,0.2,-0.00314536794758169,60380,-0.0027163028717041016,4433.754599999999,9989.0
12369920,17473,6040,707,-1.4158478815108537,11.987525939941406,0.0003,9.807415280956775,0.00838827,0.12587890625,0.7567700147628784,0.2,-0.00044985926288063636,60390,0.004793405532836914,4433.754599999999,9989.0
12371968,17476,6041,707,-1.4129040725529194,3.4706807136535645,0.0003,6.972861966863275,0.0096443705,0.122119140625,0.7512187957763672,0.2,-0.004325801282539033,60400,0.002087533473968506,4433.754599999999,9989.0
12374016,17479,6042,707,-1.403609885647893,5.6320672035217285,0.0003,9.814967097342015,0.00879802,0.082421875,0.7500941157341003,0.2,-0.0019267708339612,60410,-0.001160740852355957,4433.754599999999,9989.0
12376064,17481,6043,707,-1.3913459025323391,6.352052688598633,0.0003,9.970399494469167,0.009411272,0.09775390625,0.7522515654563904,0.2,0.000290995578689035,60420,-0.0020254850387573242,4433.754599999999,9989.0
12378112,17484,6044,707,-1.3919002167880534,3.2171106338500977,0.0003,8.82858773842454,0.009777528,0.101171875,0.7541120052337646,0.2,-0.005534052033908665,60430,0.00202786922454834,4429.3061,9989.0
12380160,17487,6045,707,-1.4143663316965103,17.018556594848633,0.0003,9.011661855131388,0.015311356,0.163671875,0.7672805786132812,0.2,-0.0015213445090921595,60440,0.005289018154144287,4429.3061,9989.0
12382208,17490,6046,707,-1.4395176593214274,4.857624530792236,0.0003,6.617871877923608,0.004603877,0.062060546875,0.7714717984199524,0.2,-0.0032300867984304204,60450,-0.0020377635955810547,4429.3061,9989.0
12384256,17492,6047,707,-1.4376458998769521,8.643194198608398,0.0003,11.561483293026686,0.0076913578,0.106103515625,0.7599973678588867,0.2,-0.003906700157676824,60460,0.0003193020820617676,4429.3061,9989.0
12386304,17495,6048,707,-1.432504929229617,1.7174640893936157,0.0003,5.139395147841424,0.010797235,0.133251953125,0.7581228613853455,0.2,-0.001278139918576926,60470,0.0017336010932922363,4429.3061,9989.0
12388352,17498,6049,707,-1.4215028498321771,4.76694393157959,0.0003,9.673292546719313,0.0066218963,0.10234375,0.7423651218414307,0.2,-0.004599603280075826,60480,0.0005548000335693359,4425.6761,9989.0
12390400,17501,6050,707,-1.3949161272495985,5.1077799797058105,0.0003,10.732617382332682,0.010446175,0.09794921875,0.729655385017395,0.2,-0.0025598175619961695,60490,0.002451300621032715,4425.6761,9989.0
12392448,17503,6051,707,-1.3873756922781468,7.417468070983887,0.0003,13.17235825061798,0.011072443,0.106640625,0.725473165512085,0.2,-0.0025077454527490774,60500,-0.0006785392761230469,4425.6761,9989.0
12394496,17506,6052,707,-1.389662018790841,2.9744935035705566,0.0003,4.909622064977884,0.016543515,0.119384765625,0.7286219000816345,0.2,-0.0026451468525920062,60510,-0.0015404224395751953,4425.6761,9989.0
12396544,17509,6053,707,-1.3806550443172454,2.227592945098877,0.0003,8.554368539899588,0.0070188832,0.081005859375,0.7231342792510986,0.2,-0.00438078621373279,60520,-0.00010800361633300781,4425.0361,9989.0
12398592,17513,6054,707,-1.3807245876640082,6.814669609069824,0.0003,13.158035283349454,0.010358879,0.078515625,0.729461669921875,0.2,-0.002206560010381509,60530,0.008301377296447754,4425.0361,9989.0
12400640,17516,6055,707,-1.3718699384480715,-0.011352119967341423,0.0003,0.08757097013876773,0.018981997,0.170263671875,0.7192344069480896,0.2,-0.008389830426312982,60540,-1.6054964065551758,4425.0361,9989.0
12402688,17519,6056,707,-1.3618453234434127,0.6615918874740601,0.0003,1.8846503692679106,0.012320438,0.101953125,0.7253084182739258,0.2,0.0023776323956553823,60550,0.0008786916732788086,4425.0361,9989.0
12404736,17522,6057,707,-1.3726294979453086,1.8799409866333008,0.0003,7.765216805040836,0.008368997,0.111669921875,0.7286951541900635,0.2,-0.0017228939643246122,60560,-0.0029850006103515625,4425.0361,9989.0
12406784,17526,6058,707,-1.3701241333037615,7.772974491119385,0.0003,12.273068295419217,0.012037255,0.086181640625,0.7259644269943237,0.2,-0.0036790678554098123,60570,0.000700533390045166,4424.2111,9989.0
12408832,17529,6059,707,-1.3625664848834276,5.113031387329102,0.0003,16.14199440032244,0.010876397,0.092236328125,0.7250044941902161,0.2,-0.003131495766865555,60580,0.002579331398010254,4424.2111,9989.0
12410880,17532,6060,707,-1.3638871032744646,3.9990084171295166,0.0003,5.223737457115203,0.006817123,0.11533203125,0.7217786908149719,0.2,-0.0021132107547600755,60590,-9.822845458984375e-05,4424.2111,9989.0
12412928,17534,6061,707,-1.356223064661026,10.717743873596191,0.0003,17.988290941715242,0.008508492,0.093310546875,0.7134074568748474,0.2,-0.0016391862649470569,60600,0.000279843807220459,4424.2111,9989.0
12414976,17537,6062,707,-1.3708857744932175,1.233994483947754,0.0003,5.044502642098815,0.01263859,0.179833984375,0.7205978035926819,0.2,-0.00827826838067267,60610,-0.005169272422790527,4424.2111,9989.0
12417024,17540,6063,707,-1.4058217506855726,4.039513111114502,0.0003,8.504767839610576,0.011589752,0.07060546875,0.7337455749511719,0.2,-0.0035922772032790816,60620,0.006970524787902832,4422.67825,9989.0
12419072,17543,6064,707,-1.410771504417062,8.827238082885742,0.0003,16.457102358341217,0.008697165,0.11318359375,0.7276316285133362,0.2,-0.004268800535646733,60630,0.001764059066772461,4422.67825,9989.0
12421120,17546,6065,707,-1.3803825352340937,0.002421147655695677,0.0003,0.12666288756372523,0.011524814,0.154248046875,0.7150077819824219,0.2,-0.011137819557916373,60640,-1.8878936767578125,4422.67825,9989.0
12423168,17549,6066,707,-1.3623564030975104,6.584765911102295,0.0003,10.97752267047763,0.008242317,0.076123046875,0.7136388421058655,0.2,0.0011923141006263903,60650,0.0009030699729919434,4422.67825,9989.0
12425216,17552,6067,707,-1.3514213915914297,0.007732918485999107,0.0003,0.0926927007298218,0.022456702,0.15888671875,0.7000860571861267,0.2,-0.01014982499036705,60660,-1.739539623260498,4422.67825,9989.0
12427264,17555,6068,707,-1.3361277364194393,1.3394471406936646,0.0003,2.995154138002545,0.01923398,0.151318359375,0.6916571259498596,0.2,-0.004306728320079856,60670,0.03301185369491577,4426.893250000001,9989.0
12429312,17558,6069,707,-1.343162454292178,0.6582614779472351,0.0003,11.747564319707454,0.01701729,0.146484375,0.6945417523384094,0.2,0.0006911396005307325,60680,0.0006417632102966309,4426.893250000001,9989.0
12431360,17560,6070,707,-1.3464026287198068,-0.013081453740596771,0.0003,0.04631328130853944,0.016332854,0.1373046875,0.6888185739517212,0.2,-0.00856199793779524,60690,-3.1066842079162598,4426.893250000001,9989.0
12433408,17564,6071,707,-1.3357949376106262,24.533008575439453,0.0003,29.35891636610031,0.005936833,0.076025390625,0.6953763365745544,0.2,-0.0023316022023209372,60700,0.0008140802383422852,4426.893250000001,9989.0
12435456,17566,6072,707,-1.3202910106629133,-0.007597500458359718,0.0003,0.08214275325335621,0.010854661,0.106884765625,0.6771646738052368,0.2,-0.009629379964462715,60710,-4.030905723571777,4426.893250000001,9989.0
12437504,17569,6073,707,-1.3137956593185662,0.5916783809661865,0.0003,4.37557713277638,0.0098972805,0.13564453125,0.6933087110519409,0.2,-0.005904780310811475,60720,0.017841100692749023,4425.00325,9989.0
12439552,17572,6074,707,-1.340557787194848,9.448858261108398,0.0003,12.450942421983928,0.012123758,0.155078125,0.6954167485237122,0.2,-0.0024881773599190636,60730,0.0025080442428588867,4425.00325,9989.0
12441600,17575,6075,707,-1.363032580167055,0.08123338222503662,0.0003,0.691320811008336,0.00850939,0.137060546875,0.6999378800392151,0.2,-0.0031188199502139467,60740,-0.027623534202575684,4425.00325,9989.0
12443648,17577,6076,707,-1.3743240121752023,6.309868812561035,0.0003,15.819535599648953,0.009026816,0.065625,0.6926220059394836,0.2,0.0006072706542909146,60750,0.001568913459777832,4425.00325,9989.0
12445696,17580,6077,707,-1.395691916719079,2.0957529544830322,0.0003,5.582206999929622,0.018409314,0.162744140625,0.7050056457519531,0.2,-0.0050142281586886385,60760,-0.0027283430099487305,4425.00325,9989.0
12447744,17583,6078,707,-1.4253628455102443,2.6137800216674805,0.0003,8.88136494345963,0.009482422,0.127978515625,0.7104638814926147,0.2,-0.005183312317240052,60770,0.017780780792236328,4429.224300000001,9989.0
12449792,17586,6079,707,-1.4626538146287202,7.145580768585205,0.0003,12.119895518571138,0.010122867,0.1228515625,0.7288861274719238,0.2,-0.002437378014292335,60780,0.004905760288238525,4429.224300000001,9989.0
12451840,17589,6080,707,-1.5004364807158708,8.408010482788086,0.0003,11.415195685625076,0.010134075,0.07841796875,0.7333511114120483,0.2,-0.002667712519178167,60790,0.0010383129119873047,4429.224300000001,9989.0
12453888,17591,6081,707,-1.5031746860593558,15.373807907104492,0.0003,27.587589704990386,0.009503061,0.07470703125,0.727746844291687,0.2,-0.0032919165125349535,60800,0.0005544424057006836,4429.224300000001,9989.0
12455936,17594,6082,707,-1.4981576409190893,10.503437042236328,0.0003,18.42349545955658,0.008777032,0.07578125,0.7319185137748718,0.2,-0.002199228106474038,60810,0.001347184181213379,4429.224300000001,9989.0
12457984,17597,6083,707,-1.4876281097531319,6.428221702575684,0.0003,14.904268941283226,0.0107387705,0.065576171875,0.7262893915176392,0.2,-0.005665030171803665,60820,0.008122801780700684,4421.9696,9989.0
12460032,17600,6084,707,-1.4764690805226564,5.41800594329834,0.0003,15.35658286511898,0.006329255,0.073486328125,0.7293753623962402,0.2,-0.0011270164904999547,60830,0.0035906434059143066,4421.9696,9989.0
12462080,17602,6085,707,-1.4692233610898255,14.213099479675293,0.0003,24.154822501540185,0.0069872774,0.0794921875,0.7266629338264465,0.2,-0.00440573987289099,60840,0.002850353717803955,4421.9696,9989.0
12464128,17605,6086,707,-1.4603965722024441,8.1384916305542,0.0003,16.238879051804542,0.007133955,0.076513671875,0.7257837653160095,0.2,-0.0007195927799330093,60850,-0.00927281379699707,4421.9696,9989.0
12466176,17608,6087,707,-1.452361325547099,1.8522897958755493,0.0003,3.7382786547765137,0.018270027,0.16767578125,0.7212855815887451,0.2,-0.00802931844664272,60860,-0.008350133895874023,4421.9696,9989.0
12468224,17611,6088,707,-1.4481023699045181,5.999804973602295,0.0003,14.24031625688076,0.0070437035,0.090283203125,0.7213250994682312,0.2,-0.0066199223831063135,60870,0.002601027488708496,4415.324600000001,9989.0
12470272,17613,6089,707,-1.4371040679514409,11.872814178466797,0.0003,18.002944815158845,0.011082804,0.1189453125,0.7117760181427002,0.2,-0.0030114285327726975,60880,0.002443969249725342,4415.324600000001,9989.0
12472320,17616,6090,707,-1.4331434413790702,4.952367305755615,0.0003,19.329786095023156,0.006220311,0.08408203125,0.7147783041000366,0.2,-0.003925874816195574,60890,0.0029164552688598633,4415.324600000001,9989.0
12474368,17619,6091,707,-1.4284015245735646,6.926175594329834,0.0003,13.915737102925778,0.007365519,0.089404296875,0.7184632420539856,0.2,-0.0018958580476464704,60900,-0.0027523040771484375,4415.324600000001,9989.0
12476416,17622,6092,707,-1.418391913920641,4.2964653968811035,0.0003,8.621111705899239,0.0077537578,0.101025390625,0.7152873277664185,0.2,-0.0024911392945796253,60910,-9.906291961669922e-05,4409.8046,9989.0
12478464,17624,6093,708,-1.4022378798574209,11.245574951171875,0.0003,21.0945537596941,0.014730383,0.10205078125,0.7137210369110107,0.2,-0.0029986063003889286,60920,0.00585627555847168,4409.8046,9989.0
12480512,17627,6094,708,-1.3967247106134892,7.052640438079834,0.0003,9.2271371178329,0.012057081,0.11357421875,0.7069105505943298,0.2,-0.006802207697182894,60930,0.007745325565338135,4409.8046,9989.0
12482560,17630,6095,708,-1.401731837540865,12.58482837677002,0.0003,19.37239136993885,0.0069411015,0.093408203125,0.710964560508728,0.2,-0.003232960033346899,60940,0.0027289390563964844,4409.8046,9989.0
12484608,17633,6096,708,-1.4106963809579611,4.477354526519775,0.0003,9.29852175116539,0.007972573,0.099658203125,0.706950306892395,0.2,-0.002081740100402385,60950,-0.020854592323303223,4409.8046,9989.0
12486656,17635,6097,708,-1.4063791323453187,6.44818639755249,0.0003,11.540729811042548,0.009352321,0.11796875,0.7101324200630188,0.2,-0.005522163308341987,60960,0.00441896915435791,4404.709600000001,9989.0
12488704,17638,6098,708,-1.4055255535989999,7.57489013671875,0.0003,19.542138755321503,0.013885097,0.117578125,0.7124872207641602,0.2,-0.004819051391677931,60970,0.012377738952636719,4404.709600000001,9989.0
12490752,17641,6099,708,-1.4018417660146951,3.48403000831604,0.0003,8.369276706501841,0.012538409,0.139453125,0.710289478302002,0.2,-0.0031752653492731044,60980,-0.00031435489654541016,4404.709600000001,9989.0
12492800,17644,6100,708,-1.4039668310433626,7.845610618591309,0.0003,14.57651465535164,0.005800531,0.076171875,0.7109972238540649,0.2,0.0009463795679039322,60990,-0.0013849735260009766,4404.709600000001,9989.0
12494848,17647,6101,708,-1.4090953394770622,6.131154537200928,0.0003,15.426175194978715,0.009030055,0.09296875,0.7154128551483154,0.2,-0.005194991991447751,61000,-0.0019106864929199219,4404.709600000001,9989.0
12496896,17649,6102,708,-1.4224877025932074,8.656099319458008,0.0003,16.38051209747791,0.005837296,0.05615234375,0.7272228598594666,0.2,-0.002042378440091852,61010,0.009465515613555908,4400.8895999999995,9989.0
12498944,17652,6103,708,-1.4485176540911198,2.388972520828247,0.0003,8.643908660113812,0.017027015,0.164013671875,0.7344464063644409,0.2,-0.0035448524780804292,61020,-0.0053244829177856445,4400.8895999999995,9989.0
12500992,17655,6104,708,-1.4531724110245705,0.9967867136001587,0.0003,5.037123568728566,0.0081237415,0.09892578125,0.725430428981781,0.2,-0.002506912389071658,61030,-0.0018961429595947266,4400.8895999999995,9989.0
12503040,17658,6105,708,-1.4579887740314006,8.702536582946777,0.0003,18.365679231286048,0.006972735,0.089599609375,0.7335540652275085,0.2,-0.0016284275334328413,61040,0.002141118049621582,4400.8895999999995,9989.0
12505088,17660,6106,708,-1.4685735281556844,3.8819580078125,0.0003,8.233348074927926,0.008204361,0.09033203125,0.7320410013198853,0.2,-0.003147456157603301,61050,0.00048214197158813477,4400.8895999999995,9989.0
12507136,17663,6107,708,-1.471365012228489,7.0074262619018555,0.0003,18.346125219762325,0.00824004,0.10791015625,0.7358541488647461,0.2,-0.007291211831034161,61060,0.025467276573181152,4394.61825,9989.0
12509184,17666,6108,708,-1.475526911765337,8.147490501403809,0.0003,20.622818653285503,0.013681052,0.0853515625,0.7376681566238403,0.2,-0.0007814509503077715,61070,-0.01204371452331543,4394.61825,9989.0
12511232,17669,6109,708,-1.4754929203540086,8.339994430541992,0.0003,18.795542553067207,0.0086096395,0.1177734375,0.7375520467758179,0.2,-0.0024358589413168374,61080,0.000324249267578125,4394.61825,9989.0
12513280,17671,6110,708,-1.4872125793248414,2.5261030197143555,0.0003,12.308732202649116,0.0069685224,0.104296875,0.7504110336303711,0.2,-0.00547936431976268,61090,-0.0008904933929443359,4394.61825,9989.0
12515328,17674,6111,708,-1.5027550600469113,0.5857716798782349,0.0003,2.2228857826674355,0.011965458,0.17626953125,0.7510285973548889,0.2,-0.005701471155771287,61100,-0.009375214576721191,4394.61825,9989.0
12517376,17677,6112,708,-1.4995451230555772,4.5461506843566895,0.0003,10.417120285332203,0.009407353,0.080029296875,0.7447913885116577,0.2,-0.007016520613979083,61110,0.002126634120941162,4391.1982499999995,9989.0
12519424,17680,6113,708,-1.4817404605448246,23.784921646118164,0.0003,24.20508517026901,0.0124134,0.099462890625,0.7366778254508972,0.2,-0.004029285472643096,61120,-3.159046173095703e-05,4391.1982499999995,9989.0
12521472,17682,6114,708,-1.4791754681617022,10.453251838684082,0.0003,18.738778486847878,0.00741804,0.0955078125,0.7367977499961853,0.2,-0.005708076892187819,61130,0.0023279786109924316,4391.1982499999995,9989.0
12523520,17686,6115,708,-1.4868199963122606,6.353260517120361,0.0003,17.33356893360615,0.0067882016,0.076416015625,0.739570677280426,0.2,-0.0008375589721254073,61140,-0.003214120864868164,4391.1982499999995,9989.0
12525568,17689,6116,708,-1.4773470245301723,2.456986665725708,0.0003,8.123196606338023,0.0060478323,0.077392578125,0.7345740795135498,0.2,-0.0023773782624630256,61150,-0.0054694414138793945,4391.1982499999995,9989.0
12527616,17693,6117,708,-1.4734009705483913,8.709013938903809,0.0003,16.08193865418434,0.008151125,0.10693359375,0.7332055568695068,0.2,-0.008302088905475102,61160,0.002974569797515869,4382.457850000001,9989.0
12529664,17695,6118,708,-1.4668993066996336,11.057122230529785,0.0003,14.735905610769986,0.008897586,0.10166015625,0.7259114980697632,0.2,-0.0030574959964724258,61170,0.0023081302642822266,4382.457850000001,9989.0
12531712,17698,6119,708,-1.4576044354587794,5.947822093963623,0.0003,9.669546762108803,0.0063938973,0.097314453125,0.7243365049362183,0.2,-0.00696733240474714,61180,-0.00034117698669433594,4382.457850000001,9989.0
12533760,17701,6120,708,-1.459363154321909,10.060458183288574,0.0003,14.263438060879707,0.009094134,0.085546875,0.7286630868911743,0.2,-0.0022755015874281526,61190,-0.01620805263519287,4382.457850000001,9989.0
12535808,17704,6121,708,-1.460179951414466,3.4848532676696777,0.0003,11.03525464385748,0.009882066,0.089013671875,0.7341082096099854,0.2,-0.0038049078400945293,61200,0.004189252853393555,4382.457850000001,9989.0
12537856,17706,6122,708,-1.4565132278949022,7.737402439117432,0.0003,16.381071135401726,0.011148982,0.0966796875,0.7330853939056396,0.2,-0.004698937098146417,61210,0.005700051784515381,4378.25785,9989.0
12539904,17709,6123,708,-1.4550939496606587,4.887684345245361,0.0003,10.52027352694422,0.008539992,0.12958984375,0.7290621995925903,0.2,-0.0034492000602767805,61220,0.015550971031188965,4378.25785,9989.0
12541952,17712,6124,708,-1.4491780754178762,6.396679401397705,0.0003,17.943374446034433,0.0065256953,0.06474609375,0.7263007760047913,0.2,-0.002098207217932213,61230,0.003575265407562256,4378.25785,9989.0
12544000,17715,6125,708,-1.4324431017041206,5.868480682373047,0.0003,11.660541702806949,0.0065600295,0.09833984375,0.7243860960006714,0.2,-0.0038436276096035726,61240,-0.0009245872497558594,4378.25785,9989.0
12546048,17718,6126,708,-1.427452329173684,5.6452155113220215,0.0003,12.26998794823885,0.009196393,0.094287109375,0.7221160531044006,0.2,-0.0034079255608958194,61250,-0.0026259422302246094,4378.25785,9989.0
12548096,17721,6127,708,-1.4143239490687847,4.170541763305664,0.0003,9.1129860162735,0.005983304,0.0810546875,0.7144899368286133,0.2,-0.005418840098718647,61260,0.017705142498016357,4373.35285,9989.0
12550144,17724,6128,708,-1.3933370485901833,4.671019077301025,0.0003,16.3561718121171,0.0073886407,0.092333984375,0.7063541412353516,0.2,-0.0012585044285515323,61270,-0.001164555549621582,4373.35285,9989.0
12552192,17726,6129,708,-1.3935803066939116,4.663473606109619,0.0003,11.925342601537704,0.0062036766,0.067236328125,0.7114193439483643,0.2,-0.0005497734688105993,61280,-0.002940058708190918,4373.35285,9989.0
12554240,17729,6130,708,-1.3942838482558728,3.7766289710998535,0.0003,12.830325770378114,0.009393354,0.09912109375,0.7031587362289429,0.2,-0.003255342721240595,61290,-0.001952052116394043,4373.35285,9989.0
12556288,17732,6131,708,-1.3796501025557517,6.106269836425781,0.0003,11.787301874160766,0.007263138,0.095751953125,0.6980166435241699,0.2,-0.004621459639747627,61300,0.009319543838500977,4368.05785,9989.0
12558336,17735,6132,708,-1.3652526188641787,6.431944370269775,0.0003,16.302860978245736,0.007693826,0.117041015625,0.6938709616661072,0.2,-0.003587391131441109,61310,0.010407328605651855,4368.05785,9989.0
12560384,17737,6133,708,-1.3661153074353933,1.7139496803283691,0.0003,2.894946270622313,0.014132584,0.17685546875,0.7017088532447815,0.2,-0.00605597586982185,61320,-0.0010962486267089844,4368.05785,9989.0
12562432,17741,6134,708,-1.3772750686854125,2.844134569168091,0.0003,8.597086703032256,0.010608084,0.124853515625,0.7011784315109253,0.2,-0.0051595118711702526,61330,0.0010608434677124023,4368.05785,9989.0
12564480,17744,6135,708,-1.384416140243411,3.7968995571136475,0.0003,8.843832333385944,0.0072902166,0.0923828125,0.7091042995452881,0.2,-0.005718481555231847,61340,0.0007132291793823242,4368.05785,9989.0
12566528,17746,6136,708,-1.397966331616044,5.903130054473877,0.0003,11.497671914100646,0.0102583105,0.09755859375,0.7143011689186096,0.2,-0.0021758534043328837,61350,0.003510773181915283,4364.44533889,9989.0
12568576,17749,6137,708,-1.3847330275923013,5.346926689147949,0.0003,15.387924225628376,0.011881172,0.106201171875,0.7075868844985962,0.2,-0.004729146590398159,61360,0.006547510623931885,4364.44533889,9989.0
12570624,17752,6138,708,-1.3673383228480815,5.851179599761963,0.0003,12.73341275602579,0.010644675,0.094873046875,0.7098572254180908,0.2,-0.0030709122562257106,61370,-0.002222299575805664,4364.44533889,9989.0
12572672,17755,6139,708,-1.356703709438443,3.6799590587615967,0.0003,12.403882752358914,0.0064127482,0.07880859375,0.7031866312026978,0.2,-0.000631059761508368,61380,0.0015696883201599121,4364.44533889,9989.0
12574720,17757,6140,708,-1.3405444335192442,6.498298645019531,0.0003,12.840184010565281,0.009303638,0.119091796875,0.7006042003631592,0.2,-0.0062533721589716155,61390,-0.001358628273010254,4364.44533889,9989.0
12576768,17760,6141,708,-1.331653342023492,3.8852131366729736,0.0003,11.420061004161834,0.008424642,0.088330078125,0.6990113258361816,0.2,-0.006328181993740145,61400,0.012419044971466064,4358.58472222,9989.0
12578816,17763,6142,708,-1.327843289449811,5.311364650726318,0.0003,13.915522539615631,0.008844607,0.108447265625,0.6927133202552795,0.2,-0.004247004503849894,61410,-0.006444573402404785,4358.58472222,9989.0
12580864,17766,6143,708,-1.3199027854949237,7.331172466278076,0.0003,9.269753991812468,0.008034187,0.112255859375,0.693994402885437,0.2,-0.004246670946304221,61420,0.00823366641998291,4358.58472222,9989.0
12582912,17769,6144,708,-1.3000082097947598,5.97481107711792,0.0003,11.27892376035452,0.006884547,0.083544921875,0.6848277449607849,0.2,-0.0005205985085922294,61430,0.0025784969329833984,4358.58472222,9989.0
12584960,17772,6145,708,-1.2826692841947078,3.1589839458465576,0.0003,6.796021150797605,0.010057284,0.114013671875,0.6821849346160889,0.2,-0.006250178258051164,61440,0.0008604526519775391,4358.58472222,9989.0
12587008,17775,6146,708,-1.276518675684929,3.8283092975616455,0.0003,11.47806362360716,0.0092903385,0.106201171875,0.6847047209739685,0.2,-0.0049643395992461595,61450,0.006529867649078369,4355.3396722200005,9989.0
12589056,17778,6147,708,-1.28423806540668,3.94877290725708,0.0003,13.261450979858637,0.006125081,0.098486328125,0.6863279342651367,0.2,0.0005704479495761916,61460,-0.0034977197647094727,4355.3396722200005,9989.0
12591104,17781,6148,708,-1.289964123442769,4.410946846008301,0.0003,9.222122993320227,0.0132864285,0.129931640625,0.6888856887817383,0.2,-0.005881066025176551,61470,0.0015720725059509277,4355.3396722200005,9989.0
12593152,17784,6149,708,-1.2767527878284455,4.49686861038208,0.0003,7.945420119911432,0.008719593,0.110400390625,0.6837670803070068,0.2,-0.002525960416824091,61480,-0.0044564008712768555,4355.3396722200005,9989.0
12595200,17787,6150,708,-1.2647274561226367,4.683943748474121,0.0003,9.99129327684641,0.010872463,0.10966796875,0.6780152916908264,0.2,-0.0019189656144590118,61490,-0.004580140113830566,4355.3396722200005,9989.0
12597248,17789,6151,708,-1.2534233432263135,3.582627296447754,0.0003,6.638160332292318,0.012420302,0.102001953125,0.675946831703186,0.2,-0.008654085255693644,61500,-0.0009082555770874023,4352.83467222,9989.0
12599296,17792,6152,708,-1.2429443784058094,5.479834079742432,0.0003,13.401578898727895,0.011094606,0.106396484375,0.6720255017280579,0.2,-0.0011024268678738736,61510,0.0004928112030029297,4352.83467222,9989.0
12601344,17795,6153,708,-1.2325919337570668,0.9714818000793457,0.0003,3.42278857100755,0.010275435,0.128759765625,0.6678928732872009,0.2,-0.005443221273890231,61520,0.006963133811950684,4352.83467222,9989.0
12603392,17798,6154,708,-1.2342086479067802,3.468540906906128,0.0003,9.52804982662201,0.011285534,0.089599609375,0.668766975402832,0.2,0.000840455484285485,61530,-0.0015426874160766602,4352.83467222,9989.0
12605440,17800,6155,708,-1.2491286128759385,1.5898933410644531,0.0003,4.773211411014199,0.013318773,0.128662109375,0.6784365177154541,0.2,-0.007096193201141432,61540,-0.00886070728302002,4352.83467222,9989.0
12607488,17803,6156,708,-1.2560576509684325,2.0315005779266357,0.0003,5.959664177149534,0.009030368,0.111376953125,0.6755002737045288,0.2,-0.007749030312697869,61550,0.008525431156158447,4352.68467222,9989.0
12609536,17806,6157,708,-1.2612349506467582,5.724850177764893,0.0003,11.463078400492668,0.009901229,0.148583984375,0.6813368797302246,0.2,0.00019915836164727808,61560,0.00039458274841308594,4352.68467222,9989.0
12611584,17809,6158,708,-1.2665921065956354,10.475298881530762,0.0003,11.788293957710266,0.011029003,0.100927734375,0.6776690483093262,0.2,-0.0048572483487077985,61570,0.002324044704437256,4352.68467222,9989.0
12613632,17811,6159,708,-1.2571637559682132,4.350724220275879,0.0003,10.087723095715045,0.0074282736,0.0748046875,0.6727624535560608,0.2,0.0002663700084667653,61580,-0.0005706548690795898,4352.68467222,9989.0
12615680,17814,6160,708,-1.2316178768873214,2.208050489425659,0.0003,5.705241724476219,0.008796669,0.090478515625,0.6579962968826294,0.2,-0.005678401702607516,61590,-0.003801584243774414,4352.68467222,9989.0
12617728,17817,6161,708,-1.2047219932079316,4.635838508605957,0.0003,8.15997224599123,0.008970544,0.09404296875,0.651911199092865,0.2,-0.0073221738275606185,61600,0.020304441452026367,4354.19967222,9989.0
12619776,17820,6162,708,-1.2018213640898465,0.43513965606689453,0.0003,11.20465376842767,0.011197547,0.13330078125,0.6544651985168457,0.2,-0.0025115051816101187,61610,0.001007676124572754,4354.19967222,9989.0
12621824,17822,6163,708,-1.207726164162159,2.0498600006103516,0.0003,4.93271293528378,0.013741966,0.1251953125,0.6547004580497742,0.2,-0.001116175162314903,61620,-0.013251304626464844,4354.19967222,9989.0
12623872,17825,6164,708,-1.2144723698496818,2.8183305263519287,0.0003,7.024937476217747,0.0076182177,0.104296875,0.6618432402610779,0.2,-0.005905580070975702,61630,0.004518091678619385,4354.19967222,9989.0
12625920,17828,6165,708,-1.225304912775755,5.904796123504639,0.0003,7.158854847401381,0.010568187,0.11611328125,0.6612011194229126,0.2,-0.002969854544789996,61640,0.009224236011505127,4354.19967222,9989.0
