time,open,high,low,close,tick_volume
2020.06.24,1.12592,1.13483,1.1233,1.13074,"72602
"
2020.06.25,1.13073,1.13257,1.12483,1.12503,"60143
"
2020.06.26,1.12503,1.12595,1.11902,1.1217,"54121
"
2020.06.29,1.12181,1.12391,1.11951,1.12179,"40896
"
2020.06.30,1.12146,1.12876,1.12146,1.1241,"42408
"
2020.07.01,1.12412,1.12616,1.11909,1.12336,"48612
"
2020.07.02,1.1234,1.1274899999999999,1.11847,1.12507,"45694
"
2020.07.03,1.12507,1.13025,1.12231,1.12388,"45520
"
2020.07.06,1.12391,1.12524,1.12192,1.12482,"39847
"
2020.07.07,1.1243,1.13455,1.12406,1.13085,"43681
"
2020.07.08,1.13084,1.13323,1.12587,1.12727,"46610
"
2020.07.09,1.12674,1.1351499999999999,1.12621,1.13292,"46420
"
2020.07.10,1.13287,1.13706,1.12801,1.12846,"53652
"
2020.07.13,1.12845,1.13247,1.12548,1.12965,"43778
"
2020.07.14,1.13015,1.13748,1.13008,1.13435,"45838
"
2020.07.15,1.13431,1.14085,1.1325,1.13993,"53978
"
2020.07.16,1.1399,1.14518,1.1391,1.14114,"46644
"
2020.07.17,1.14113,1.14419,1.13703,1.13834,"47684
"
2020.07.20,1.13832,1.1443699999999999,1.13745,1.14258,"36614
"
2020.07.21,1.14042,1.14676,1.14021,1.14472,"46665
"
2020.07.22,1.1447,1.15396,1.14227,1.15265,"50733
"
2020.07.23,1.15268,1.16009,1.15066,1.15695,"57633
"
2020.07.24,1.15693,1.16266,1.15402,1.1595900000000001,"54824
"
2020.07.27,1.15957,1.16576,1.1581299999999999,1.16549,"53672
"
2020.07.28,1.16431,1.17811,1.16412,1.1751,"59628
"
2020.07.29,1.17512,1.1773500000000001,1.16986,1.1715,"59214
"
2020.07.30,1.17148,1.18059,1.17126,1.17906,"57617
"
2020.07.31,1.1791,1.1848,1.17307,1.1846700000000001,"62399
"
2020.08.03,1.18465,1.19086,1.1761300000000001,1.17713,"75364
"
2020.08.04,1.17697,1.17966,1.16957,1.17617,"57376
"
2020.08.05,1.17633,1.1806,1.17212,1.18028,"55353
"
2020.08.06,1.18026,1.19047,1.17929,1.18629,"54459
"
2020.08.07,1.18627,1.1916,1.18178,1.18762,"64120
"
2020.08.10,1.18763,1.18827,1.1755,1.17854,"61612
"
2020.08.11,1.17864,1.18006,1.17359,1.17371,"42261
"
2020.08.12,1.17373,1.1807400000000001,1.1722,1.17395,"59065
"
2020.08.13,1.17402,1.18165,1.17109,1.17835,"58997
"
2020.08.14,1.17835,1.1864,1.1779600000000001,1.18131,"52645
"
2020.08.17,1.18126,1.18503,1.17814,1.18413,"42080
"
2020.08.18,1.18377,1.1881,1.18285,1.18698,"39587
"
2020.08.19,1.18695,1.19656,1.18655,1.19306,"50881
"
2020.08.20,1.19302,1.19526,1.18301,1.18385,"55642
"
2020.08.21,1.1835499999999999,1.18685,1.1802,1.1859899999999999,"57789
"
2020.08.24,1.1859899999999999,1.18827,1.17542,1.17964,"52733
"
2020.08.25,1.17929,1.18496,1.17841,1.17873,"42510
"
2020.08.26,1.17871,1.18436,1.1784,1.18343,"47918
"
2020.08.27,1.1834,1.18391,1.17721,1.18298,"44133
"
2020.08.28,1.18297,1.19013,1.17621,1.18217,"66444
"
2020.08.31,1.18215,1.19196,1.1811,1.19055,"62437
"
2020.09.01,1.19036,1.1966,1.18839,1.19361,"50159
"
2020.09.02,1.19358,1.20108,1.19011,1.19113,"58939
"
2020.09.03,1.19112,1.19285,1.1822,1.18547,"53643
"
2020.09.04,1.18521,1.18645,1.17887,1.18512,"57467
"
2020.09.07,1.18513,1.18652,1.17808,1.18394,"58184
"
2020.09.08,1.18458,1.18485,1.1811099999999999,1.18136,"31385
"
2020.09.09,1.18136,1.18273,1.17654,1.17739,"56953
"
2020.09.10,1.17747,1.18337,1.1752799999999999,1.18027,"50318
"
2020.09.11,1.18026,1.19174,1.17994,1.18146,"60593
"
2020.09.14,1.18145,1.18739,1.18086,1.18459,"46151
"
2020.09.15,1.18362,1.1888,1.18321,1.18643,"37436
"
2020.09.16,1.18648,1.19004,1.18393,1.18462,"38904
"
2020.09.17,1.18465,1.18826,1.17873,1.18155,"53041
"
2020.09.18,1.18146,1.18523,1.17374,1.18476,"58356
"
2020.09.21,1.18476,1.18703,1.18258,1.18413,"45923
"
2020.09.22,1.18455,1.18717,1.17316,1.17707,"54501
"
2020.09.23,1.177,1.1773500000000001,1.16916,1.17077,"54507
"
2020.09.24,1.17074,1.1718899999999999,1.16511,1.16595,"53403
"
2020.09.25,1.1659,1.16868,1.1626400000000001,1.16708,"53594
"
2020.09.28,1.16706,1.16849,1.16122,1.16296,"46422
"
2020.09.29,1.16222,1.16799,1.16151,1.1665,"39261
"
2020.09.30,1.1665,1.17455,1.16609,1.17426,"42496
"
2020.10.01,1.1743000000000001,1.17547,1.16846,1.1721,"57876
"
2020.10.02,1.1721,1.17694,1.17171,1.17465,"57598
"
2020.10.05,1.17489,1.17489,1.16957,1.17165,"65348
"
2020.10.06,1.17131,1.17974,1.17053,1.17825,"41921
"
2020.10.07,1.17826,1.18076,1.17316,1.17334,"50635
"
2020.10.08,1.1733500000000001,1.17818,1.17248,1.17628,"46612
"
2020.10.09,1.17624,1.17816,1.17324,1.17582,"39212
"
2020.10.12,1.17587,1.18304,1.17551,1.18293,"40290
"
2020.10.13,1.18173,1.18265,1.17866,1.1812,"34400
"
2020.10.14,1.1812,1.18155,1.17305,1.17446,"40707
"
2020.10.15,1.17452,1.17712,1.17195,1.17452,"41998
"
2020.10.16,1.17452,1.17576,1.16882,1.17073,"46911
"
2020.10.19,1.17073,1.1746,1.16939,1.1716,"41654
"
2020.10.20,1.17195,1.17936,1.1703000000000001,1.17695,"38192
"
2020.10.21,1.17695,1.18407,1.17598,1.18211,"38813
"
2020.10.22,1.18214,1.1880600000000001,1.18208,1.18598,"47267
"
2020.10.23,1.18582,1.18667,1.18114,1.18177,"41611
"
2020.10.26,1.18177,1.18646,1.1786699999999999,1.18598,"41119
"
2020.10.27,1.18551,1.18554,1.18031,1.18087,"41221
"
2020.10.28,1.18087,1.18387,1.17818,1.1787,"37585
"
2020.10.29,1.1787,1.17879,1.17178,1.17451,"48573
"
2020.10.30,1.17451,1.17586,1.16499,1.1674,"50814
"
2020.11.02,1.16741,1.1703999999999999,1.16398,1.16462,"50353
"
2020.11.03,1.16468,1.16556,1.16221,1.16404,"42757
"
2020.11.04,1.16406,1.1739600000000001,1.16323,1.1715,"38341
"
2020.11.05,1.1715,1.17704,1.16019,1.17244,"91397
"
2020.11.06,1.17244,1.18598,1.17108,1.1826699999999999,"85434
"
2020.11.09,1.18272,1.18909,1.17954,1.18746,"80267
"
2020.11.10,1.18873,1.192,1.17951,1.18127,"102576
"
2020.11.11,1.18124,1.18432,1.17798,1.18136,"88041
"
2020.11.12,1.18138,1.1832799999999999,1.17455,1.17771,"53264
"
2020.11.13,1.17771,1.18231,1.17586,1.18048,"57097
"
2020.11.16,1.18047,1.18372,1.1798899999999999,1.18326,"45110
"
2020.11.17,1.184,1.18688,1.18141,1.18516,"57741
"
2020.11.18,1.18509,1.18939,1.18428,1.18605,"43717
"
2020.11.19,1.18618,1.1891,1.18491,1.18526,"49423
"
2020.11.20,1.18526,1.18825,1.18163,1.1874500000000001,"53540
"
2020.11.23,1.1874500000000001,1.18909,1.18497,1.18587,"44971
"
2020.11.24,1.18496,1.19061,1.18,1.18399,"49370
"
2020.11.25,1.18399,1.18959,1.18358,1.18904,"49664
"
2020.11.26,1.18905,1.19298,1.18819,1.19157,"56219
"
2020.11.27,1.19164,1.19409,1.18853,1.19127,"34494
"
2020.11.30,1.19125,1.1963,1.19067,1.19593,"38264
"
2020.12.01,1.196,1.20034,1.19236,1.19256,"57731
"
2020.12.02,1.19261,1.20766,1.19253,1.20692,"58891
"
2020.12.03,1.20691,1.21184,1.204,1.21136,"69133
"
2020.12.04,1.21137,1.21746,1.21011,1.21469,"74096
"
2020.12.07,1.21447,1.21773,1.211,1.21201,"76974
"
2020.12.08,1.21299,1.21664,1.20787,1.21091,"77841
"
2020.12.09,1.21091,1.2134,1.20956,1.21022,"71978
"
2020.12.10,1.21022,1.21474,1.20585,1.20802,"72315
"
2020.12.11,1.20789,1.21588,1.2073800000000001,1.21398,"85474
"
2020.12.14,1.21361,1.21628,1.21054,1.21125,"71031
"
2020.12.15,1.21366,1.21766,1.21156,1.21432,"65850
"
2020.12.16,1.21432,1.2168700000000001,1.21214,1.21505,"65615
"
2020.12.17,1.21489,1.2212399999999999,1.21249,1.21984,"76468
"
2020.12.18,1.21985,1.22729,1.21897,1.22684,"65915
"
2020.12.21,1.22676,1.22719,1.22256,1.22542,"58548
"
2020.12.22,1.22166,1.22528,1.21296,1.22424,"103141
"
2020.12.23,1.22434,1.22573,1.2152,1.21616,"79150
"
2020.12.24,1.21618,1.22212,1.2154,1.2186,"79543
"
2020.12.28,1.21857,1.22157,1.21774,1.21808,"47758
"
2020.12.29,1.21696,1.22506,1.21696,1.2216,"65208
"
2020.12.30,1.2216,1.22749,1.2207,1.22482,"56037
"
2020.12.31,1.22471,1.23099,1.2247,1.22961,"66896
"
2021.01.04,1.22963,1.23093,1.22127,1.22155,"58559
"
2021.01.05,1.22395,1.23098,1.2227999999999999,1.22473,"85620
"
2021.01.06,1.22466,1.23056,1.22432,1.22965,"75380
"
2021.01.07,1.22968,1.23494,1.22657,1.23252,"118259
"
2021.01.08,1.2325599999999999,1.23441,1.22452,1.2271,"84749
"
2021.01.11,1.22713,1.22845,1.21932,1.22218,"100138
"
2021.01.12,1.22116,1.22285,1.21323,1.21497,"79581
"
2021.01.13,1.21498,1.2209699999999999,1.21372,1.22062,"70628
"
2021.01.14,1.22064,1.22229,1.21399,1.21568,"70247
"
2021.01.15,1.21568,1.21784,1.21112,1.2154,"82002
"
2021.01.18,1.21537,1.21625,1.2075,1.20766,"71372
"
2021.01.19,1.20813,1.20867,1.20536,1.20757,"51965
"
2021.01.20,1.20768,1.21449,1.20739,1.21284,"59302
"
2021.01.21,1.21281,1.21582,1.20767,1.21046,"63393
"
2021.01.22,1.2104300000000001,1.21732,1.21022,1.2164,"65018
"
2021.01.25,1.21586,1.21894,1.21515,1.21704,"57094
"
2021.01.26,1.21704,1.21833,1.2116,1.21413,"54371
"
2021.01.27,1.21371,1.2176,1.21078,1.2159200000000001,"51913
"
2021.01.28,1.21598,1.21696,1.20586,1.21096,"74814
"
2021.01.29,1.21086,1.21421,1.20805,1.2121,"76561
"
2021.02.01,1.21209,1.21558,1.20944,1.21353,"75639
"
2021.02.02,1.21301,1.21364,1.20562,1.20594,"63743
"
2021.02.03,1.20594,1.20876,1.20117,1.20428,"58989
"
2021.02.04,1.20423,1.205,1.20042,1.20351,"49377
"
2021.02.05,1.20349,1.20428,1.19574,1.1962,"51807
"
2021.02.08,1.19618,1.20498,1.19522,1.20492,"67841
"
2021.02.09,1.20426,1.20661,1.20197,1.20493,"59895
"
2021.02.10,1.20493,1.21221,1.20472,1.21174,"64758
"
2021.02.11,1.21173,1.2144,1.21088,1.21172,"48674
"
2021.02.12,1.21172,1.21493,1.21135,1.21303,"46803
"
2021.02.15,1.21303,1.21349,1.20815,1.21189,"55276
"
2021.02.16,1.2124,1.21452,1.21167,1.21274,"39844
"
2021.02.17,1.21271,1.21694,1.20949,1.2105299999999999,"63015
"
2021.02.18,1.21047,1.21089,1.20234,1.20374,"69997
"
2021.02.19,1.20351,1.20944,1.2035,1.20908,"60510
"
2021.02.22,1.20908,1.2144300000000001,1.20823,1.21174,"59796
"
2021.02.23,1.21131,1.21694,1.20912,1.21554,"66651
"
2021.02.24,1.21564,1.21802,1.21353,1.21493,"64676
"
2021.02.25,1.21493,1.21745,1.21092,1.21665,"83207
"
2021.02.26,1.21637,1.22432,1.2156,1.21743,"106775
"
2021.03.01,1.2173,1.21828,1.20622,1.20727,"129271
"
2021.03.02,1.20688,1.21012,1.20278,1.20488,"83306
"
2021.03.03,1.20488,1.20944,1.19915,1.20893,"80054
"
2021.03.04,1.20898,1.21132,1.20429,1.20627,"71671
"
2021.03.05,1.20627,1.20662,1.19616,1.1969400000000001,"93524
"
2021.03.08,1.1968,1.19767,1.1892800000000001,1.1912,"96968
"
2021.03.09,1.19166,1.19321,1.18442,1.1846,"100880
"
2021.03.10,1.18456,1.19157,1.18356,1.19001,"94052
"
2021.03.11,1.19002,1.19298,1.18687,1.19284,"87767
"
2021.03.12,1.19283,1.199,1.19158,1.19851,"86008
"
2021.03.15,1.1985000000000001,1.19886,1.19098,1.19519,"83666
"
2021.03.16,1.19473,1.19674,1.1911100000000001,1.19271,"67450
"
2021.03.17,1.19271,1.19517,1.18823,1.19009,"67321
"
2021.03.18,1.19009,1.19853,1.18863,1.19802,"71533
"
2021.03.19,1.19802,1.1989,1.19062,1.19135,"85787
"
2021.03.22,1.19134,1.19372,1.18738,1.19044,"73391
"
2021.03.23,1.18828,1.19467,1.18744,1.19332,"61205
"
2021.03.24,1.19337,1.19407,1.18423,1.1848,"64329
"
2021.03.25,1.1847699999999999,1.18516,1.18097,1.18123,"64871
"
2021.03.26,1.18122,1.18277,1.17619,1.17677,"72966
"
2021.03.29,1.17683,1.18049,1.17677,1.17933,"53288
"
2021.03.30,1.17886,1.17937,1.17608,1.17642,"59703
"
2021.03.31,1.1764000000000001,1.17736,1.17114,1.17169,"56334
"
2021.04.01,1.1717,1.17598,1.17041,1.17298,"60218
"
2021.04.02,1.17298,1.17799,1.17124,1.17759,"54081
"
2021.04.05,1.1776,1.17864,1.17488,1.17608,"25975
"
2021.04.06,1.17543,1.1819600000000001,1.17382,1.18125,"35619
"
2021.04.07,1.18125,1.18776,1.17951,1.1874,"54221
"
2021.04.08,1.1873,1.19147,1.18609,1.18668,"64421
"
2021.04.09,1.18666,1.19273,1.18605,1.19124,"52471
"
2021.04.12,1.1912099999999999,1.19202,1.18672,1.1901,"53194
"
2021.04.13,1.18881,1.1919,1.18712,1.19099,"53836
"
2021.04.14,1.19093,1.1956,1.18775,1.19474,"64190
"
2021.04.15,1.19478,1.19874,1.19459,1.19784,"46298
"
2021.04.16,1.19781,1.19933,1.19561,1.19655,"44581
"
2021.04.19,1.19654,1.19949,1.19504,1.19809,"39119
"
2021.04.20,1.19716,1.20481,1.1942599999999999,1.20367,"47784
"
2021.04.21,1.20364,1.20798,1.20224,1.20343,"47965
"
2021.04.23,1.20345,1.2069,1.19937,1.2014,"50069
"
2021.04.26,1.20139,1.21,1.20129,1.20973,"41892
"
2021.04.27,1.20922,1.2117,1.20613,1.20841,"42446
"
2021.04.28,1.20854,1.20928,1.20568,1.20892,"38426
"
2021.04.29,1.20896,1.2134800000000001,1.20563,1.2125,"50256
"
2021.04.30,1.21249,1.21502,1.21021,1.21187,"46298
"
2021.05.03,1.2119,1.21266,1.20166,1.20208,"46828
"
2021.05.04,1.20301,1.20759,1.20129,1.20629,"37322
"
2021.05.05,1.2063,1.20641,1.19992,1.20121,"50615
"
2021.05.06,1.20118,1.20268,1.1985999999999999,1.20036,"40778
"
2021.05.07,1.20036,1.20716,1.19931,1.20646,"44831
"
2021.05.10,1.20647,1.21713,1.2053,1.21618,"58468
"
2021.05.11,1.216,1.21783,1.21278,1.21282,"51513
"
2021.05.12,1.2128,1.21817,1.2123,1.2147000000000001,"57217
"
2021.05.13,1.21472,1.21521,1.20656,1.20705,"69534
"
2021.05.14,1.20724,1.21061,1.20515,1.20791,"65958
"
2021.05.17,1.20787,1.21476,1.20708,1.21441,"49976
"
2021.05.18,1.21323,1.2168700000000001,1.2126000000000001,1.21511,"46428
"
2021.05.19,1.21513,1.22339,1.2147999999999999,1.2221899999999999,"49583
"
2021.05.20,1.2221899999999999,1.22452,1.21599,1.21744,"75108
"
2021.05.21,1.21744,1.2229,1.2169,1.22269,"55450
"
2021.05.24,1.2227000000000001,1.22398,1.2161,1.21806,"58463
"
2021.05.25,1.21776,1.223,1.21722,1.2215,"57085
"
2021.05.26,1.22146,1.22664,1.22117,1.22497,"61602
"
2021.05.27,1.22491,1.2263,1.2182,1.21922,"58587
"
2021.05.28,1.21906,1.22151,1.21751,1.21934,"59404
"
2021.05.31,1.21932,1.2205,1.21327,1.21896,"60110
"
2021.06.01,1.21993,1.22314,1.21833,1.2225,"36706
"
2021.06.02,1.22254,1.22543,1.22118,1.22126,"52448
"
2021.06.03,1.22125,1.22265,1.21643,1.221,"53793
"
2021.06.04,1.2209699999999999,1.22143,1.21183,1.21265,"59299
"
2021.06.07,1.21261,1.21856,1.21041,1.21662,"56073
"
2021.06.08,1.21595,1.22018,1.21448,1.21893,"40542
"
2021.06.09,1.21891,1.21942,1.21643,1.21726,"48991
"
2021.06.10,1.21722,1.22179,1.21709,1.21787,"42992
"
2021.06.11,1.21787,1.2195,1.21432,1.21751,"66547
"
2021.06.14,1.21751,1.2193100000000001,1.20927,1.21063,"54807
"
2021.06.15,1.21025,1.21303,1.20942,1.212,"46944
"
2021.06.16,1.2119,1.21473,1.21014,1.21264,"50679
"
2021.06.17,1.21256,1.2134800000000001,1.1994,1.19943,"72090
"
2021.06.18,1.19939,1.20064,1.18918,1.19069,"94191
"
2021.06.21,1.19056,1.19251,1.18473,1.18597,"97602
"
2021.06.22,1.1855,1.19212,1.1847699999999999,1.19185,"87967
"
2021.06.23,1.19166,1.19525,1.18809,1.19413,"68415
"
2021.06.24,1.19376,1.19703,1.19116,1.19258,"66823
"
2021.06.25,1.19254,1.19563,1.19175,1.19315,"65027
"
2021.06.28,1.19315,1.19752,1.19265,1.1937,"59055
"
2021.06.29,1.19316,1.19445,1.19025,1.19242,"60674
"
2021.06.30,1.1923,1.19298,1.18777,1.1896,"61593
"
2021.07.01,1.18954,1.1909,1.18452,1.1856,"70561
"
2021.07.02,1.18559,1.18842,1.18374,1.18497,"70316
"
2021.07.05,1.18491,1.18743,1.18071,1.18646,"71827
"
2021.07.06,1.18576,1.18805,1.18515,1.18634,"47260
"
2021.07.07,1.18619,1.1895,1.18067,1.18231,"79642
"
2021.07.08,1.18235,1.18362,1.17817,1.17903,"75932
"
2021.07.09,1.17899,1.18679,1.17836,1.18449,"90999
"
2021.07.12,1.1844000000000001,1.18811,1.18251,1.18774,"73949
"
2021.07.13,1.18715,1.18802,1.18361,1.18606,"56598
"
2021.07.14,1.18593,1.18752,1.17724,1.17765,"69168
"
2021.07.15,1.17761,1.18388,1.17719,1.18358,"70801
"
2021.07.16,1.18349,1.18506,1.17962,1.18118,"74081
"
2021.07.19,1.18118,1.18224,1.17921,1.18055,"70772
"
2021.07.20,1.18054,1.18243,1.1764000000000001,1.17987,"80957
"
2021.07.21,1.1798,1.18025,1.17558,1.17805,"70566
"
2021.07.22,1.1779600000000001,1.18047,1.17519,1.17946,"56519
"
2021.07.23,1.17907,1.18303,1.17575,1.17707,"64812
"
2021.07.26,1.17705,1.17865,1.17544,1.17689,"49090
"
2021.07.27,1.17677,1.18173,1.17635,1.18029,"53860
"
2021.07.28,1.1803,1.18411,1.1770100000000001,1.18165,"64421
"
2021.07.29,1.18159,1.18494,1.17721,1.18441,"64207
"
2021.07.30,1.18431,1.18927,1.18402,1.18865,"49044
"
2021.08.02,1.18858,1.19087,1.18517,1.1873,"54242
"
2021.08.03,1.18641,1.18969,1.1859,1.18688,"47011
"
2021.08.04,1.1867,1.18933,1.18537,1.18637,"49688
"
2021.08.05,1.18631,1.18997,1.1832799999999999,1.18367,"48391
"
2021.08.06,1.1836,1.1857199999999999,1.18282,1.18327,"47001
"
2021.08.09,1.18324,1.18357,1.17544,1.17611,"47467
"
2021.08.10,1.17568,1.1769,1.17349,1.17362,"47081
"
2021.08.11,1.17358,1.17429,1.17098,1.17203,"41851
"
2021.08.12,1.17184,1.1754,1.17061,1.17388,"45441
"
2021.08.13,1.1738,1.17482,1.17237,1.17296,"36888
"
