time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/value_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/std,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
3076096,650,4725,1502,15010,4.884474823623895,0.04930377006530762,0.027685568,0.244970703125,0.2,3.8796231664717196,0.0059655494900653135,0.0003,0.03678935021162033,2.5795297622680664,9989.0,357.6528645300001
3078144,651,4728,1503,15020,10.219925580918789,0.09190267324447632,0.03339345,0.25869140625,0.2,3.875579409301281,0.009634170276694932,0.0003,0.03687375411391258,4.740180969238281,9989.0,312.09376794
3080192,651,4730,1504,15030,3.6219726137816908,-0.2111116647720337,0.06318183,0.292041015625,0.2,3.8744194366037847,0.0013808082090690731,0.0003,0.03677058219909668,1.8267886638641357,9989.0,312.09376794
3082240,651,4734,1505,15040,6.6909865394234656,-0.005856871604919434,0.04837194,0.29892578125,0.2,3.8832157380878924,0.01126750096300384,0.0003,0.03648265451192856,3.026803970336914,9989.0,312.09376794
3084288,651,4737,1506,15050,17.051997202634812,-0.011203289031982422,0.035208248,0.2912109375,0.2,3.892700336128473,0.013705050156568177,0.0003,0.03649865835905075,6.054098129272461,9989.0,312.09376794
3086336,651,4740,1507,15060,6.023576508462429,0.03351849317550659,0.026926547,0.26826171875,0.2,3.894632439315319,0.008004857749619987,0.0003,0.03610718622803688,2.994614601135254,9989.0,312.09376794
3088384,651,4742,1508,15070,7.802898721396923,0.06990182399749756,0.03634619,0.340234375,0.2,3.9035371124744414,0.012422003185201902,0.0003,0.03606024757027626,3.713911533355713,9989.0,340.4589561
3090432,651,4745,1509,15080,8.633981841802598,-0.05290400981903076,0.035857797,0.280810546875,0.2,3.9052556097507476,0.0036156650734483265,0.0003,0.03618635982275009,3.0229406356811523,9989.0,340.4589561
3092480,651,4748,1510,15090,5.893864605156705,-0.13705384731292725,0.040455624,0.27041015625,0.2,3.905058827996254,0.01007289255358046,0.0003,0.03614867851138115,0.14955353736877441,9989.0,340.4589561
3094528,651,4751,1511,15100,2.408935962896794,-0.12346673011779785,0.03416548,0.288232421875,0.2,3.9046262837946415,0.010243632020137738,0.0003,0.036261945962905884,1.0431606769561768,9989.0,340.4589561
3096576,651,4754,1512,15110,3.405613291449845,-0.17449843883514404,0.0300333,0.31064453125,0.2,3.905377408117056,0.012379873255849817,0.0003,0.03607747331261635,0.41457659006118774,9989.0,340.4589561
3098624,651,4757,1513,15120,3.089734388142824,0.04718208312988281,0.042856924,0.25,0.2,3.9176057279109955,0.008834083697001916,0.0003,0.03577408194541931,0.9047347903251648,9989.0,328.17624847999997
3100672,651,4760,1514,15130,3.9949247159063814,-0.08733713626861572,0.061223947,0.29833984375,0.2,3.918443615734577,0.005016915798478294,0.0003,0.03593866527080536,2.1821231842041016,9989.0,328.17624847999997
3102720,651,4763,1515,15140,5.183555892854929,0.01779252290725708,0.031509712,0.27470703125,0.2,3.9112703457474707,0.0017580318672116846,0.0003,0.03598472848534584,4.300372123718262,9989.0,328.17624847999997
3104768,651,4766,1516,15150,13.857100401818752,0.041973650455474854,0.02203956,0.229833984375,0.2,3.9047162547707557,0.006782843204564415,0.0003,0.03632918372750282,5.097309589385986,9989.0,328.17624847999997
3106816,651,4769,1517,15160,5.868129014223814,-0.05308854579925537,0.03893556,0.273193359375,0.2,3.8949345745146275,0.00685317168245092,0.0003,0.036362964659929276,3.290269136428833,9989.0,389.0254683400001
3108864,651,4771,1518,15170,21.580135396122934,0.062181174755096436,0.036073156,0.27529296875,0.2,3.897767659276724,0.005154605594725581,0.0003,0.036116160452365875,5.8097944259643555,9989.0,389.0254683400001
3110912,651,4774,1519,15180,1.1933273009955883,-0.977760910987854,0.05913262,0.342578125,0.2,3.877575532346964,0.004664284127647989,0.0003,0.036976076662540436,0.3944507837295532,9989.0,389.0254683400001
3112960,651,4777,1520,15190,9.455927881598473,0.01143038272857666,0.02139084,0.254638671875,0.2,3.8453370496630668,0.007494748871249612,0.0003,0.037118978798389435,6.242044925689697,9989.0,389.0254683400001
3115008,651,4780,1521,15200,21.63919442296028,0.04629999399185181,0.03239578,0.2267578125,0.2,3.8502732284367083,0.007174293993011815,0.0003,0.036885205656290054,7.861678600311279,9989.0,389.0254683400001
3117056,651,4783,1522,15210,11.260608410835266,-0.024792075157165527,0.033125598,0.23046875,0.2,3.8432831548154356,0.0023669044792768547,0.0003,0.03720598667860031,6.380228042602539,9989.0,442.82298065000003
3119104,651,4786,1523,15220,30.399606668949126,0.027781128883361816,0.028059125,0.283984375,0.2,3.8383072458207605,0.009326213985332288,0.0003,0.037082161754369736,10.526719093322754,9989.0,442.82298065000003
3121152,651,4788,1524,15230,3.317311603575945,-0.2274872064590454,0.0700822,0.3171875,0.2,3.840216766297817,0.009100520033098292,0.0003,0.03711283206939697,0.9804428815841675,9989.0,442.82298065000003
3123200,651,4791,1525,15240,10.076338145136834,0.007018625736236572,0.014025241,0.249560546875,0.2,3.829472327977419,0.011817882083414588,0.0003,0.0374860055744648,4.704051971435547,9989.0,442.82298065000003
3125248,651,4794,1526,15250,15.717905470728875,0.03072679042816162,0.025551546,0.242041015625,0.2,3.819678994268179,0.008844325973768719,0.0003,0.037377581000328064,7.988823413848877,9989.0,442.82298065000003
3127296,651,4797,1527,15260,7.062787020951509,0.17868655920028687,0.038607523,0.286474609375,0.2,3.8253001093864443,0.010255627323931548,0.0003,0.037401262670755386,2.6926767826080322,9989.0,488.15748203000004
3129344,651,4800,1528,15270,4.651246792078018,-0.3025442361831665,0.049827676,0.302099609375,0.2,3.816311731189489,0.006793520413339138,0.0003,0.03767465800046921,2.3303654193878174,9989.0,488.15748203000004
3131392,651,4803,1529,15280,3.1332856129854916,-0.06470441818237305,0.033844188,0.26181640625,0.2,3.803630628436804,0.010109752415155526,0.0003,0.03764362633228302,1.0193684101104736,9989.0,488.15748203000004
3133440,651,4806,1530,15290,5.894398544728756,0.007141768932342529,0.02502597,0.2333984375,0.2,3.806092081964016,0.00927926374715753,0.0003,0.03756421431899071,2.6739442348480225,9989.0,488.15748203000004
3135488,652,4808,1531,15300,11.517093694210052,0.02142798900604248,0.03447731,0.230078125,0.2,3.804480703175068,0.006799458253954072,0.0003,0.0378962904214859,3.761113166809082,9989.0,488.15748203000004
3137536,652,4811,1532,15310,5.604678470641375,0.02747166156768799,0.044268586,0.328857421875,0.2,3.789043099433184,0.010491120487131411,0.0003,0.038113705813884735,3.535996198654175,9989.0,432.40090862000005
3139584,652,4814,1533,15320,2.0789058513939382,-0.09884262084960938,0.04142406,0.30087890625,0.2,3.8006048746407033,0.008336676978797187,0.0003,0.03759855404496193,0.9431591629981995,9989.0,432.40090862000005
3141632,652,4817,1534,15330,5.2552327632904055,-0.009738445281982422,0.03754191,0.235791015625,0.2,3.809301498532295,0.006602706681587733,0.0003,0.037823066115379333,2.184812307357788,9989.0,432.40090862000005
3143680,652,4820,1535,15340,9.358462354540825,-0.0053920745849609375,0.021807235,0.226953125,0.2,3.8107843175530434,0.010716741034411826,0.0003,0.03760029375553131,4.90184211730957,9989.0,432.40090862000005
3145728,652,4823,1536,15350,13.645128354430199,0.06611663103103638,0.025142305,0.232763671875,0.2,3.815014147013426,0.007711967054638081,0.0003,0.037479281425476074,5.896023273468018,9989.0,432.40090862000005
3147776,652,4825,1537,15360,4.036097148805856,0.0006309747695922852,0.060089722,0.2791015625,0.2,3.8205018118023872,0.0019196779874619096,0.0003,0.0374145470559597,1.669179916381836,9989.0,436.1609349000002
3149824,652,4828,1538,15370,3.6770451620221136,-0.010749578475952148,0.03956347,0.29169921875,0.2,3.825330476462841,0.008353768911911174,0.0003,0.037209752947092056,1.731931447982788,9989.0,436.1609349000002
3151872,652,4831,1539,15380,2.3380422625690698,-0.040160179138183594,0.03333732,0.262646484375,0.2,3.837814286351204,0.004954659887880552,0.0003,0.03692665696144104,0.9871400594711304,9989.0,436.1609349000002
3153920,652,4834,1540,15390,32.307370734214786,0.0027315616607666016,0.028336868,0.254345703125,0.2,3.8533875830471516,0.008014961499429773,0.0003,0.03669962286949158,18.112327575683594,9989.0,436.1609349000002
3155968,652,4837,1541,15400,56.14298005104065,0.07355022430419922,0.025710162,0.2291015625,0.2,3.855765814334154,0.003611626486235764,0.0003,0.03689604252576828,25.3872127532959,9989.0,436.1609349000002
3158016,652,4840,1542,15410,72.33522773981095,0.052123963832855225,0.038434096,0.276708984375,0.2,3.848612330853939,0.0069779438956175,0.0003,0.037013571709394455,28.91725730895996,9989.0,462.9941228000001
3160064,652,4843,1543,15420,147.62001032829284,-0.032099008560180664,0.029394586,0.21845703125,0.2,3.854138556867838,0.0029023001610767097,0.0003,0.036821044981479645,66.2510986328125,9989.0,462.9941228000001
3162112,652,4846,1544,15430,5.040345333516598,-0.17167246341705322,0.023530917,0.251123046875,0.2,3.860244220495224,0.0071507078158902,0.0003,0.036963775753974915,2.025974750518799,9989.0,462.9941228000001
3164160,652,4849,1545,15440,38.7214175760746,-0.0224837064743042,0.031691354,0.2509765625,0.2,3.8480822071433067,0.011096834461932303,0.0003,0.03735744208097458,21.086132049560547,9989.0,462.9941228000001
3166208,652,4852,1546,15450,22.45727094709873,0.07124286890029907,0.024943091,0.2490234375,0.2,3.828825754672289,0.003887506463797763,0.0003,0.037511102855205536,14.21312141418457,9989.0,462.9941228000001
3168256,652,4855,1547,15460,11.974564179778099,0.09127974510192871,0.044862688,0.275439453125,0.2,3.8275960609316826,0.008476474224880803,0.0003,0.03728362172842026,4.355307579040527,9989.0,429.63288085000005
3170304,652,4858,1548,15470,8.526384882628918,-0.15238440036773682,0.06520784,0.31240234375,0.2,3.842893685400486,0.007753360805509146,0.0003,0.037144795060157776,9.076621055603027,9989.0,429.63288085000005
3172352,652,4862,1549,15480,2.2648918643593787,-0.07363379001617432,0.042711202,0.313525390625,0.2,3.860202244669199,0.013031763053731993,0.0003,0.03665546700358391,0.7682967185974121,9989.0,429.63288085000005
3174400,652,4865,1550,15490,31.622770804166795,-0.0032796859741210938,0.023224166,0.232763671875,0.2,3.888164521753788,0.0024495981400832535,0.0003,0.036261703819036484,18.14496421813965,9989.0,429.63288085000005
3176448,652,4869,1551,15500,22.25255988240242,0.08789229393005371,0.040327955,0.258544921875,0.2,3.893026476353407,0.004753425389935728,0.0003,0.03645165264606476,7.9975385665893555,9989.0,429.63288085000005
3178496,652,4871,1552,15510,25.79170567691326,-0.026317954063415527,0.044508263,0.23466796875,0.2,3.8779117494821547,0.0022279950106167236,0.0003,0.03665091097354889,8.915218353271484,9989.0,456.28771794000016
3180544,652,4874,1553,15520,13.020679723843932,-0.03822970390319824,0.044120695,0.3296875,0.2,3.8777222342789175,0.015061968595728104,0.0003,0.03638189285993576,0.8161345720291138,9989.0,456.28771794000016
3182592,652,4877,1554,15530,8.33917670585215,-0.028034687042236328,0.045021668,0.308837890625,0.2,3.9123000599443913,0.005617690937651787,0.0003,0.03521798551082611,2.396362066268921,9989.0,456.28771794000016
3184640,652,4880,1555,15540,62.24486001729965,0.020241856575012207,0.026351642,0.216259765625,0.2,3.943939558416605,0.006168834725394845,0.0003,0.03512806445360184,27.537160873413086,9989.0,456.28771794000016
3186688,652,4883,1556,15550,13.477430202066898,-0.0072983503341674805,0.03677719,0.282568359375,0.2,3.939066807180643,0.00588383610593155,0.0003,0.03536977618932724,4.540042400360107,9989.0,448.7200608600001
3188736,652,4887,1557,15560,84.22635342478752,0.01835048198699951,0.042523626,0.290234375,0.2,3.9215355038642885,0.004480463215440977,0.0003,0.03571288287639618,24.26527214050293,9989.0,448.7200608600001
3190784,652,4890,1558,15570,7.032400117442012,-0.3144005537033081,0.04258404,0.301513671875,0.2,3.9047002330422402,0.010689684619865147,0.0003,0.03585448116064072,1.0872557163238525,9989.0,448.7200608600001
3192832,652,4894,1559,15580,13.268291293084621,0.0007805228233337402,0.031623516,0.260400390625,0.2,3.899128884077072,0.009387328298180364,0.0003,0.03578749671578407,6.022809982299805,9989.0,448.7200608600001
3194880,652,4897,1560,15590,39.56957719922066,0.04404449462890625,0.020415734,0.229443359375,0.2,3.903262185305357,0.009722032531863078,0.0003,0.03556336462497711,18.964834213256836,9989.0,448.7200608600001
3196928,652,4900,1561,15600,9.318218924105167,-0.1318058967590332,0.057393674,0.310302734375,0.2,3.899730697274208,0.005546340491127922,0.0003,0.03599093481898308,3.5038256645202637,9989.0,369.04370851
3198976,652,4904,1562,15610,75.18048411607742,0.005975067615509033,0.03837695,0.291455078125,0.2,3.888686640560627,0.006058381739421748,0.0003,0.03609972447156906,33.389076232910156,9989.0,369.04370851
3201024,652,4907,1563,15620,15.792580825090408,-0.036399245262145996,0.044758443,0.23212890625,0.2,3.888512644916773,0.005957553851476405,0.0003,0.035984106361866,5.4635820388793945,9989.0,369.04370851
3203072,652,4910,1564,15630,13.942625435441732,-0.017330288887023926,0.023058746,0.220849609375,0.2,3.8954394549131393,0.008439987761084922,0.0003,0.035909879952669144,2.003505229949951,9989.0,369.04370851
3205120,652,4913,1565,15640,11.774132281541824,0.03623342514038086,0.030532863,0.25966796875,0.2,3.899630267173052,0.007700332760578021,0.0003,0.035831112414598465,5.153817176818848,9989.0,369.04370851
3207168,652,4916,1566,15650,9.569343393296004,0.09501683712005615,0.045849007,0.26201171875,0.2,3.897866815328598,0.004309950812603347,0.0003,0.03598669171333313,1.371394157409668,9989.0,325.89513046
3209216,652,4920,1567,15660,6.620998522639274,-0.1381906270980835,0.04267458,0.30234375,0.2,3.898218557238579,0.002127795193518978,0.0003,0.0357537642121315,3.4893696308135986,9989.0,325.89513046
3211264,652,4923,1568,15670,7.120977184176445,-0.021939635276794434,0.0318596,0.265625,0.2,3.8987073481082914,0.007572948749293573,0.0003,0.035989999771118164,3.6559555530548096,9989.0,325.89513046
3213312,652,4927,1569,15680,11.645607641339302,-0.002647995948791504,0.033272028,0.2587890625,0.2,3.907779970020056,0.013858129567233845,0.0003,0.03553597629070282,5.973567485809326,9989.0,325.89513046
3215360,652,4930,1570,15690,21.138449293375015,0.005869269371032715,0.0296682,0.258056640625,0.2,3.914350964128971,0.011227957779192365,0.0003,0.035846877843141556,10.113737106323242,9989.0,325.89513046
3217408,652,4934,1571,15700,7.767485277354718,0.1143651008605957,0.039623655,0.298681640625,0.2,3.9130448125302792,0.007308946434932295,0.0003,0.0355348140001297,3.8007376194000244,9989.0,316.77705836999996
3219456,652,4937,1572,15710,11.7108569085598,-0.11295735836029053,0.043792758,0.267919921875,0.2,3.924882658571005,0.003501341566152405,0.0003,0.03537800908088684,5.762101173400879,9989.0,316.77705836999996
3221504,652,4940,1573,15720,4.713492803275585,-0.020618796348571777,0.033100747,0.29375,0.2,3.9393664360046388,0.012087765423348173,0.0003,0.034995000809431076,1.4213809967041016,9989.0,316.77705836999996
3223552,651,4944,1574,15730,8.94178639650345,-0.014645218849182129,0.025482722,0.216357421875,0.2,3.9562641263008116,0.005881188943749294,0.0003,0.03471413627266884,4.414315223693848,9989.0,316.77705836999996
3225600,652,4947,1575,15740,16.891100445389746,0.041731417179107666,0.031574152,0.25751953125,0.2,3.960334273427725,0.010077505724621006,0.0003,0.03483051434159279,8.04231071472168,9989.0,316.77705836999996
3227648,652,4949,1576,15750,17.295537397265434,0.10412228107452393,0.035983577,0.278076171875,0.2,3.9676456205546855,0.004829434567363932,0.0003,0.034625932574272156,9.102669715881348,9989.0,313.52527511
3229696,652,4952,1577,15760,16.19351880848408,-0.07020509243011475,0.042873472,0.270751953125,0.2,3.9693647660315037,0.004609797566081398,0.0003,0.03470583260059357,5.895034313201904,9989.0,313.52527511
3231744,652,4955,1578,15770,9.355955608189106,-0.03132832050323486,0.044408314,0.252734375,0.2,3.9629721023142337,0.009031879242684226,0.0003,0.03486837074160576,4.095727920532227,9989.0,313.52527511
3233792,652,4958,1579,15780,37.42892676591873,0.014639139175415039,0.037589658,0.245166015625,0.2,3.9569029688835142,0.0078697413628106,0.0003,0.03479710593819618,15.19939136505127,9989.0,313.52527511
3235840,652,4961,1580,15790,29.23886553645134,0.07146954536437988,0.017667137,0.235546875,0.2,3.9712057590484617,0.008284464631287847,0.0003,0.034459907561540604,16.017648696899414,9989.0,313.52527511
3237888,652,4964,1581,15800,31.797738897800446,0.076954185962677,0.041246552,0.2552734375,0.2,3.9914219200611116,0.00576439485012088,0.0003,0.034034401178359985,14.85912036895752,9989.0,405.6102778299999
3239936,652,4967,1582,15810,34.354102325439456,-0.08009159564971924,0.02782302,0.2939453125,0.2,3.9989811845123766,0.005677074295817874,0.0003,0.034173186868429184,14.966917037963867,9989.0,405.6102778299999
3241984,652,4969,1583,15820,4.649110469222069,-0.170693039894104,0.05925445,0.292041015625,0.2,3.9936156176030635,0.010779221082339063,0.0003,0.0343218557536602,1.0228902101516724,9989.0,405.6102778299999
3244032,652,4972,1584,15830,9.431257818639278,-0.0004712343215942383,0.030734625,0.257373046875,0.2,3.9934137858450414,0.008815364730980945,0.0003,0.03419018164277077,4.404576301574707,9989.0,405.6102778299999
3246080,652,4975,1585,15840,10.446888905763625,0.05499202013015747,0.037256926,0.26103515625,0.2,3.993771518021822,0.011035911059298086,0.0003,0.034334853291511536,5.413370609283447,9989.0,405.6102778299999
3248128,652,4978,1586,15850,8.05087865293026,-0.05252957344055176,0.0590235,0.304443359375,0.2,3.9774896457791327,0.008486913461820223,0.0003,0.03464826941490173,4.481813907623291,9989.0,388.56171747999986
3250176,652,4981,1587,15860,11.165873345732688,-0.01931929588317871,0.04501472,0.306494140625,0.2,3.9791536778211594,0.010949028060713318,0.0003,0.03428329527378082,5.172258377075195,9989.0,388.56171747999986
3252224,652,4984,1588,15870,1.3485517363995314,-0.1486905813217163,0.05349169,0.290234375,0.2,3.9844602942466736,0.011361812839459163,0.0003,0.034301161766052246,0.4945966303348541,9989.0,388.56171747999986
3254272,652,4986,1589,15880,45.82424726486206,0.017215192317962646,0.024885274,0.234814453125,0.2,3.9811736792325974,0.00775173012225423,0.0003,0.0344465896487236,17.737754821777344,9989.0,388.56171747999986
3256320,652,4989,1590,15890,18.306445793807505,0.0431591272354126,0.03357425,0.260693359375,0.2,3.98368272036314,0.004982275569636841,0.0003,0.034391339868307114,9.14724349975586,9989.0,388.56171747999986
3258368,652,4992,1591,15900,33.43581805229187,-0.03867447376251221,0.041861147,0.250244140625,0.2,3.9947425298392774,0.0023432032292475926,0.0003,0.03423292189836502,14.861503601074219,9989.0,410.4942043699999
3260416,652,4995,1592,15910,15.060138753056526,-0.014490842819213867,0.033411052,0.23310546875,0.2,3.9859559237957,0.005520754067401867,0.0003,0.034672267735004425,8.882772445678711,9989.0,410.4942043699999
3262464,652,4998,1593,15920,4.483644347824156,-0.05478644371032715,0.05250288,0.38876953125,0.2,3.9761804535984995,0.011752521113521652,0.0003,0.03465336561203003,1.8401298522949219,9989.0,410.4942043699999
3264512,652,5001,1594,15930,38.66406162381172,0.008481800556182861,0.032844074,0.265625,0.2,3.9727728754281997,0.008346844287007115,0.0003,0.03479962423443794,15.961326599121094,9989.0,410.4942043699999
3266560,652,5003,1595,15940,5.109435760974884,-0.16112196445465088,0.052060828,0.3099609375,0.2,3.965444979816675,0.00326559378154343,0.0003,0.03482659533619881,2.6496574878692627,9989.0,500.7862915399999
3268608,652,5006,1596,15950,68.92544481158257,0.004897892475128174,0.033279933,0.32939453125,0.2,3.9792538337409495,0.01239383538486436,0.0003,0.034375522285699844,50.51348114013672,9989.0,500.7862915399999
3270656,652,5009,1597,15960,13.476858454942704,-0.02336299419403076,0.04823038,0.279150390625,0.2,3.988063105195761,0.008503845137602184,0.0003,0.0343383252620697,6.839445114135742,9989.0,500.7862915399999
3272704,652,5012,1598,15970,9.56894129961729,-0.028581738471984863,0.04146346,0.2828125,0.2,3.996438689529896,0.00925850444182288,0.0003,0.03388937562704086,3.6861889362335205,9989.0,500.7862915399999
3274752,652,5015,1599,15980,21.113288468122484,0.023803114891052246,0.03308387,0.270068359375,0.2,4.017481057345867,0.006832166881940794,0.0003,0.03366512432694435,16.357297897338867,9989.0,500.7862915399999
3276800,652,5018,1600,15990,10.578402592986823,-0.023209095001220703,0.056858145,0.359814453125,0.2,4.034482036530972,0.01062931255728472,0.0003,0.03322610631585121,3.821932554244995,9989.0,529.8528442599999
3278848,653,5020,1601,16000,38.94708473086357,0.0010182857513427734,0.053737745,0.28544921875,0.2,4.039544148743152,0.005480839803931303,0.0003,0.03355179727077484,20.206520080566406,9989.0,529.8528442599999
3280896,653,5023,1602,16010,14.069814795255661,-0.018300771713256836,0.056435265,0.2685546875,0.2,4.039487606287002,0.00879266368719982,0.0003,0.033277951180934906,5.221798419952393,9989.0,529.8528442599999
3282944,653,5026,1603,16020,11.689943079650401,-0.023960351943969727,0.022324484,0.272705078125,0.2,4.061700224876404,0.009811858728062362,0.0003,0.032840315252542496,3.5949838161468506,9989.0,529.8528442599999
3284992,653,5030,1604,16030,12.85789084136486,0.05274343490600586,0.03169968,0.281689453125,0.2,4.080677039921284,0.010436489559651818,0.0003,0.03269472345709801,6.722235202789307,9989.0,529.8528442599999
3287040,653,5033,1605,16040,20.50052102506161,0.10738861560821533,0.040570043,0.3158203125,0.2,4.080490575730801,0.007600412935425993,0.0003,0.0327812060713768,11.832725524902344,9989.0,582.8042779499999
3289088,653,5036,1606,16050,40.116646194458006,-0.07838058471679688,0.033657383,0.2669921875,0.2,4.07847371250391,0.001184892612218391,0.0003,0.032897576689720154,18.7980899810791,9989.0,582.8042779499999
3291136,652,5040,1607,16060,9.335089474916458,-0.027178287506103516,0.0521832,0.2978515625,0.2,4.084731534123421,0.012688850628910587,0.0003,0.03259679302573204,3.7988479137420654,9989.0,582.8042779499999
3293184,652,5043,1608,16070,14.248730000853538,-0.01987922191619873,0.03623142,0.282470703125,0.2,4.102924248576164,0.015085009513131808,0.0003,0.03233935311436653,6.238592147827148,9989.0,582.8042779499999
3295232,652,5046,1609,16080,29.40393481850624,0.025804519653320312,0.044715483,0.284130859375,0.2,4.107147766649723,0.00844118465029169,0.0003,0.032445162534713745,17.058835983276367,9989.0,582.8042779499999
3297280,653,5049,1610,16090,29.14194192290306,0.13081085681915283,0.02904577,0.2912109375,0.2,4.114641885459423,0.0147900879412191,0.0003,0.032074421644210815,16.29604148864746,9989.0,588.6651071599999
3299328,653,5052,1611,16100,41.55336166620255,-0.09940612316131592,0.05707233,0.30390625,0.2,4.1134675443172455,0.00905589843314374,0.0003,0.03244783356785774,20.227012634277344,9989.0,588.6651071599999
3301376,653,5054,1612,16110,6.614799584448337,-0.15514957904815674,0.043918326,0.350537109375,0.2,4.109767465293407,0.019599107054818887,0.0003,0.03223486989736557,2.6899397373199463,9989.0,588.6651071599999
3303424,653,5057,1613,16120,10.861978593468667,-0.00999593734741211,0.042529415,0.24814453125,0.2,4.126436859369278,0.008945394094916992,0.0003,0.031997766345739365,5.73708963394165,9989.0,588.6651071599999
3305472,653,5061,1614,16130,16.019470515847207,0.03327697515487671,0.041438,0.284619140625,0.2,4.139982923865318,0.010486562245932873,0.0003,0.03176482021808624,10.205068588256836,9989.0,588.6651071599999
3307520,653,5064,1615,16140,8.154695957899094,0.11085176467895508,0.065990955,0.325146484375,0.2,4.141537219285965,0.015184229373699055,0.0003,0.031837932765483856,3.8403873443603516,9989.0,616.4628829200001
3309568,653,5068,1616,16150,16.78412869274616,-0.014940619468688965,0.03090842,0.304443359375,0.2,4.134780521690845,0.014693784796691034,0.0003,0.03192784637212753,8.804747581481934,9989.0,616.4628829200001
3311616,652,5071,1617,16160,4.3494873836636545,-0.03591477870941162,0.038996853,0.300390625,0.2,4.124594604969024,0.006172871603484964,0.0003,0.032172784209251404,1.928152084350586,9989.0,616.4628829200001
3313664,652,5075,1618,16170,40.351142740249635,-0.0014890432357788086,0.03261353,0.281298828125,0.2,4.123720167577266,0.014541211673349607,0.0003,0.031987473368644714,21.313493728637695,9989.0,616.4628829200001
3315712,652,5078,1619,16180,43.92048783898353,0.05489909648895264,0.024974544,0.28935546875,0.2,4.132401312887668,0.011590558988973498,0.0003,0.031746845692396164,16.17911148071289,9989.0,616.4628829200001
3317760,652,5081,1620,16190,5.607570438086986,-0.12883543968200684,0.071923375,0.3408203125,0.2,4.141788603365422,0.014797055290546268,0.0003,0.03165647014975548,2.8202590942382812,9989.0,702.9408222499999
3319808,652,5084,1621,16200,57.411418199539185,-0.018825769424438477,0.037118983,0.25185546875,0.2,4.133854427933693,0.004726150749775115,0.0003,0.03198720142245293,28.492849349975586,9989.0,702.9408222499999
3321856,652,5088,1622,16210,6.381865081191063,-0.3446385860443115,0.029281236,0.269873046875,0.2,4.130929653346539,0.00787992615660187,0.0003,0.03159622102975845,1.9800264835357666,9989.0,702.9408222499999
3323904,652,5091,1623,16220,10.525295129418373,0.005141496658325195,0.025530517,0.27529296875,0.2,4.151403100788594,0.006767508770280983,0.0003,0.03144323453307152,4.422650337219238,9989.0,702.9408222499999
3325952,652,5095,1624,16230,5.472865027189255,0.04925590753555298,0.07596846,0.327734375,0.2,4.162565091252327,0.016607439356448594,0.0003,0.03136177733540535,1.762818694114685,9989.0,702.9408222499999
3328000,652,5097,1625,16240,3.9227206904441116,-0.45507752895355225,0.12585138,0.3755859375,0.2,4.162192632257939,0.008535837317322149,0.0003,0.031216546893119812,0.5900467038154602,9989.0,602.6273792
3330048,652,5100,1626,16250,23.15597007870674,-0.0023993253707885742,0.058725975,0.32841796875,0.2,4.173975367844105,0.013645100417488721,0.0003,0.031160669401288033,10.500377655029297,9989.0,602.6273792
3332096,652,5103,1627,16260,2.8655845511704685,-0.08003354072570801,0.059307545,0.30126953125,0.2,4.179790471494198,0.01096397444343893,0.0003,0.03098151832818985,1.3252625465393066,9989.0,602.6273792
3334144,652,5106,1628,16270,46.452799224853514,-0.012227416038513184,0.043883868,0.297900390625,0.2,4.187927295267582,0.012631612339464481,0.0003,0.031014425680041313,13.901439666748047,9989.0,602.6273792
3336192,652,5109,1629,16280,20.978044608235358,0.053811848163604736,0.053436756,0.311572265625,0.2,4.191183638572693,0.011685348144965246,0.0003,0.03078017383813858,8.329243659973145,9989.0,602.6273792
3338240,652,5113,1630,16290,3.3245064593851565,-0.11973059177398682,0.06349261,0.317138671875,0.2,4.192897912859917,0.006860944561049109,0.0003,0.03106984868645668,1.1750781536102295,9989.0,672.9785273399998
3340288,652,5116,1631,16300,12.328913935273885,-0.025806069374084473,0.042007603,0.32890625,0.2,4.18979420363903,0.012277089233975857,0.0003,0.030957084149122238,1.9354743957519531,9989.0,672.9785273399998
3342336,652,5119,1632,16310,5.553544103726745,-0.05460619926452637,0.03107067,0.307373046875,0.2,4.192581073939801,0.011593463072495069,0.0003,0.030910562723875046,0.506160318851471,9989.0,672.9785273399998
3344384,652,5122,1633,16320,2.9496029898524285,0.031113803386688232,0.03914269,0.30361328125,0.2,4.189966760575771,0.014620484555780421,0.0003,0.03103821724653244,1.4460458755493164,9989.0,672.9785273399998
3346432,652,5125,1634,16330,7.099567722529173,-0.031906723976135254,0.076531954,0.296484375,0.2,4.174060346186161,0.010722707991953939,0.0003,0.031413108110427856,2.2944271564483643,9989.0,629.84066689
3348480,652,5128,1635,16340,10.895282059535385,-0.02527141571044922,0.052635092,0.29384765625,0.2,4.1649204403162,0.00911689878848847,0.0003,0.03142206370830536,1.383767008781433,9989.0,629.84066689
3350528,652,5131,1636,16350,18.130067124962807,-0.01170504093170166,0.04529018,0.312646484375,0.2,4.165918999910355,0.010185640238341875,0.0003,0.03145964443683624,8.6403169631958,9989.0,629.84066689
3352576,652,5134,1637,16360,7.308902223408222,-0.06752359867095947,0.027483426,0.304443359375,0.2,4.167623814940453,0.00874911925784545,0.0003,0.03137017786502838,4.044409275054932,9989.0,629.84066689
