time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/approx_kl,train/std,train/learning_rate,train/entropy_loss,train/value_loss,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
621,125,77824,38,-0.0022562353406101465,370,0.2,0.125537109375,-0.09265530109405518,0.015061855,0.8657863140106201,0.0003,-2.543401448428631,0.0011710797890373214,-0.005903715833846945,8323.0,-0.10514811111111116
621,128,79872,39,-0.0024047058541327715,380,0.2,0.110546875,-0.09693539142608643,0.011475971,0.8618313670158386,0.0003,-2.544560558348894,0.0006707278885187407,-0.005567596451146528,8323.0,-0.10514811111111116
621,131,81920,40,-0.014591546729207039,390,0.2,0.1125,-0.09279215335845947,0.0129402215,0.8543495535850525,0.0003,-2.5334635764360427,0.0007952690388265182,-0.006424508037162014,8323.0,-0.10514811111111116
621,135,83968,41,-0.016476865857839584,400,0.2,0.142236328125,-0.14911556243896484,0.016968649,0.8593343496322632,0.0003,-2.531149198114872,0.0007265668625223043,-0.004909389177919365,8323.0,-0.19092460000000006
621,138,86016,42,-0.027718789875507355,410,0.2,0.113525390625,-0.057756781578063965,0.013938248,0.8465298414230347,0.0003,-2.519766588509083,0.000888788937299978,-0.004277698197984137,8323.0,-0.19092460000000006
621,141,88064,43,-0.025252660736441612,420,0.2,0.1228515625,-0.035421133041381836,0.014116303,0.8476039171218872,0.0003,-2.504981227964163,0.0012679776834374934,0.0003635780420154333,8323.0,-0.19092460000000006
622,144,90112,44,-0.0008012853213585913,430,0.2,0.10185546875,-0.04632461071014404,0.011918228,0.8409886360168457,0.0003,-2.4988889165222643,0.0010612347384267196,-0.00031943126523401586,8323.0,-0.19092460000000006
622,148,92160,45,-0.003888182807713747,440,0.2,0.134423828125,-0.10470247268676758,0.015014298,0.8383569717407227,0.0003,-2.488445394486189,0.0006871701579257205,-0.0013059546996373682,8323.0,-0.16271636363636366
622,151,94208,46,-0.021474244073033333,450,0.2,0.104248046875,-0.07804358005523682,0.014392135,0.8239790201187134,0.0003,-2.467309792339802,0.0008465175798846758,-0.00551992689142935,8323.0,-0.16271636363636366
622,154,96256,47,-0.0375138521194458,460,0.2,0.11103515625,-0.027445673942565918,0.011937832,0.8258854746818542,0.0003,-2.451913279294968,0.000853256272694125,-0.007188919270993211,8323.0,-0.16271636363636366
622,157,98304,48,-0.01517278328537941,470,0.2,0.1142578125,-0.03046441078186035,0.013716847,0.8296209573745728,0.0003,-2.460046412795782,0.0011301238195301267,-0.006105451987241395,8323.0,-0.16271636363636366
622,161,100352,49,0.002701913472265005,480,0.2,0.1083984375,-0.115761399269104,0.010589582,0.833226203918457,0.0003,-2.4660905256867407,0.0006116076431680994,-0.00664375056658173,8323.0,-0.14781650000000005
