rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,train/learning_rate
1071.0,978,0.06542102040816326,53248,26,54,0.0012767258675012271,-0.009341061396844453,0.9141866564750671,0.2,-0.0989300012588501,-2.6597018860280515,0.008580804,0.002038676757365465,0.074853515625,250,0.0003
1071.0,975,0.06877682352941177,55296,27,56,0.0008231238063672209,-0.005289480240026023,0.9120450019836426,0.2,-0.07359862327575684,-2.6553524397313595,0.0069963117,-0.007790619507431984,0.0421875,260,0.0003
1071.0,972,0.07051811320754717,57344,28,58,0.0009677110323536908,-0.006907982517441269,0.902000367641449,0.2,-0.08209192752838135,-2.641243249922991,0.005802163,-0.009440469555556774,0.048046875,270,0.0003
1071.0,970,0.0929424909090909,59392,29,61,0.0013857744239430757,-0.00944990937205148,0.8846157789230347,0.2,-0.04353749752044678,-2.6100443698465825,0.008502701,-0.0018700493965297937,0.081787109375,280,0.0003
1071.0,967,0.09536928070175438,61440,30,63,0.0014741247750862385,-0.005085966920887586,0.8895533084869385,0.2,-0.0063018798828125,-2.599590382725,0.004961032,-0.016099760308861732,0.05751953125,290,0.0003
1071.0,965,0.10622142372881355,63488,31,65,0.001233891397532716,-0.005952169769443572,0.8825768232345581,0.2,-0.058434486389160156,-2.5939147166907786,0.0050650635,0.01570412702858448,0.068115234375,300,0.0003
1071.0,970,0.12347690163934426,65536,32,67,0.0012498299616709118,-0.0069050901962327774,0.8781512379646301,0.2,0.011078953742980957,-2.584282772243023,0.004980305,-0.012903633527457714,0.046337890625,310,0.0003
1071.0,968,0.13634966666666665,67584,33,69,0.001293834606258315,-0.008047391967556905,0.8723440170288086,0.2,-0.05508685111999512,-2.571259190142155,0.008828775,-0.007766738533973694,0.078173828125,320,0.0003
1071.0,967,0.15272038461538462,69632,34,71,0.0012661048895097338,-0.0077194004552438855,0.8673373460769653,0.2,-0.00596463680267334,-2.5592019774019716,0.0063072275,-0.03820114582777023,0.0671875,330,0.0003
1071.0,971,0.15520759090909092,71680,35,73,0.0012776478703017346,-0.0044893614307511594,0.8600649833679199,0.2,0.010385334491729736,-2.5442540921270846,0.0061666514,-0.003158853854984045,0.048388671875,340,0.0003
1071.0,975,0.15287783823529413,73728,36,75,0.0011394670607842272,-0.00578808256686898,0.8488340377807617,0.2,0.021934032440185547,-2.5226247631013394,0.0064506284,-0.01569911278784275,0.057275390625,350,0.0003
1071.0,979,0.16004102857142857,75776,37,77,0.0012747887334626285,-0.005595130378787871,0.8461536169052124,0.2,0.0372350811958313,-2.5074825026094913,0.005846803,-0.0015443447045981884,0.06474609375,360,0.0003
1071.0,982,0.1717333611111111,77824,38,79,0.0009056039865754428,-0.007103018350608181,0.8510180711746216,0.2,-0.05254709720611572,-2.5108936704695224,0.0056026937,-0.007452552672475576,0.050439453125,370,0.0003
1071.0,985,0.18528191891891893,79872,39,81,0.0013812017283271415,-0.007283429669041652,0.8393726348876953,0.2,0.022963523864746094,-2.4990703210234644,0.00858219,0.01573534682393074,0.06103515625,380,0.0003
1071.0,989,0.18512427631578948,81920,40,82,0.0010647360451002895,-0.009100233948265668,0.8366695642471313,0.2,-0.035387516021728516,-2.4821604803204536,0.0071475855,-0.038904767483472824,0.082373046875,390,0.0003
1071.0,992,0.1960560128205128,83968,41,84,0.0011471253537820303,-0.0064778215091791935,0.8300160765647888,0.2,-0.026709556579589844,-2.4690740957856177,0.00691491,-0.019249645993113518,0.060693359375,400,0.0003
