Step,StepGlobal,Balance,Action,Position,Reward,TotalReward,Done,Wins,Losses,TotalTrades,TimeLimit.truncated,Truncated
1080,142320,2024-03-08,18379.680000000008,0.9890781,1,0.0,0.6694976367739459,True,103,92,195,"{'r': 0.669498, 'l': 1070, 't': 141.739217}",False
1080,143390,2024-03-08,35973.38000000002,0.3641179,1,0.0,1.3671112685622975,True,101,85,186,"{'r': 1.367111, 'l': 1070, 't': 142.834639}",False
1080,144460,2024-03-08,22498.83999999997,0.66000056,2,0.0,0.8916145762416812,True,98,90,188,"{'r': 0.891615, 'l': 1070, 't': 143.641799}",False
1080,145530,2024-03-08,20494.860000000004,0.6889416,2,0.0,0.7843645839955187,True,110,85,195,"{'r': 0.784365, 'l': 1070, 't': 144.739756}",False
1080,146600,2024-03-08,24686.76,0.057419956,0,0.0,0.9726967980117207,True,102,95,197,"{'r': 0.972697, 'l': 1070, 't': 145.557894}",False
1080,147670,2024-03-08,20270.74000000001,-0.05991453,0,0.0,0.7900373712056475,True,94,94,188,"{'r': 0.790037, 'l': 1070, 't': 146.668136}",False
1080,148740,2024-03-08,18859.169999999995,0.8853909,1,0.0,0.6985625664497392,True,105,84,189,"{'r': 0.698563, 'l': 1070, 't': 147.488652}",False
1080,149810,2024-03-08,23310.24,-0.96787083,2,0.0,0.9338132828620093,True,93,95,188,"{'r': 0.933813, 'l': 1070, 't': 148.583626}",False
1080,150880,2024-03-08,26550.179999999986,0.45730567,1,0.0,1.052149233742263,True,101,89,190,"{'r': 1.052149, 'l': 1070, 't': 149.3884}",False
1080,151950,2024-03-08,23558.83000000001,1.0,2,0.0,0.9195624275597215,True,97,84,181,"{'r': 0.919562, 'l': 1070, 't': 150.474733}",False
1080,153020,2024-03-08,25200.24999999998,1.0,1,0.0,1.0031233333046918,True,97,85,182,"{'r': 1.003123, 'l': 1070, 't': 151.275558}",False
1080,154090,2024-03-08,22025.77999999999,0.5531006,2,0.0,0.8770536031945354,True,94,89,183,"{'r': 0.877054, 'l': 1070, 't': 152.363362}",False
1080,155160,2024-03-08,21245.19999999999,-0.0317598,1,0.0,0.8312677078764803,True,101,90,191,"{'r': 0.831268, 'l': 1070, 't': 153.171019}",False
1080,156230,2024-03-08,31867.899999999998,0.3782082,0,-0.01702203132349875,1.24065317723267,True,110,77,187,"{'r': 1.240653, 'l': 1070, 't': 154.711287}",False
1080,157300,2024-03-08,16927.33,0.15024155,0,0.0,0.6087988678816152,True,91,99,190,"{'r': 0.608799, 'l': 1070, 't': 155.514939}",False
1080,158370,2024-03-08,38080.56000000001,0.865081,1,0.0,1.4223363447932853,True,109,75,184,"{'r': 1.422336, 'l': 1070, 't': 156.606426}",False
1080,159440,2024-03-08,17419.5,1.0,1,0.0,0.6262290323750024,True,106,98,204,"{'r': 0.626229, 'l': 1070, 't': 157.416838}",False
1080,160510,2024-03-08,25239.09999999998,1.0,1,0.0,1.0034398566009397,True,105,95,200,"{'r': 1.00344, 'l': 1070, 't': 158.516898}",False
1080,161580,2024-03-08,18764.51999999999,0.8990875,0,-0.012062465152790736,0.7054864811047944,True,95,92,187,"{'r': 0.705486, 'l': 1070, 't': 159.316982}",False
1080,162650,2024-03-08,39426.719999999994,1.0,1,0.0,1.4515715074686644,True,103,80,183,"{'r': 1.451572, 'l': 1070, 't': 160.420091}",False
1080,163720,2024-03-08,16923.619999999995,0.25376597,0,0.0,0.58984568392265,True,96,92,188,"{'r': 0.589846, 'l': 1070, 't': 161.23121}",False
1080,164790,2024-03-08,20391.589999999993,-0.2982057,2,0.0,0.7959040821364909,True,106,90,196,"{'r': 0.795904, 'l': 1070, 't': 162.716276}",False
1080,165860,2024-03-08,27446.62000000002,0.33067778,1,0.0,1.0992976265588967,True,99,83,182,"{'r': 1.099298, 'l': 1070, 't': 163.52157}",False
1080,166930,2024-03-08,36140.12999999999,0.33091554,1,0.0,1.3731932593234308,True,101,85,186,"{'r': 1.373193, 'l': 1070, 't': 165.065436}",False
1080,168000,2024-03-08,23256.04999999999,0.96853364,1,0.0,0.9221825900516517,True,97,96,193,"{'r': 0.922183, 'l': 1070, 't': 166.1659}",False
1080,169070,2024-03-08,36185.46000000001,0.3588651,0,0.0,1.3622792647290565,True,105,85,190,"{'r': 1.362279, 'l': 1070, 't': 166.971207}",False
1080,170140,2024-03-08,30242.750000000007,0.78366196,1,0.0,1.1849766021278898,True,103,81,184,"{'r': 1.184977, 'l': 1070, 't': 168.066077}",False
1080,171210,2024-03-08,16409.319999999992,-0.019687712,2,0.0,0.5644885484877957,True,93,99,192,"{'r': 0.564489, 'l': 1070, 't': 168.874065}",False
1080,172280,2024-03-08,23082.43999999999,1.0,1,0.0,0.925093722952354,True,101,90,191,"{'r': 0.925094, 'l': 1070, 't': 169.970951}",False
1080,173350,2024-03-08,27138.599999999984,0.43460274,0,0.0,1.0901312175480027,True,95,91,186,"{'r': 1.090131, 'l': 1070, 't': 170.77463}",False
1080,174420,2024-03-08,24882.290000000005,0.79939604,1,0.0,0.9926195910174287,True,97,90,187,"{'r': 0.99262, 'l': 1070, 't': 171.872112}",False
1080,175490,2024-03-08,29261.980000000014,-0.475478,0,0.0,1.1517028573729575,True,97,88,185,"{'r': 1.151703, 'l': 1070, 't': 172.678294}",False
1080,176560,2024-03-08,24374.440000000002,0.5103321,1,0.0,0.9742306566584318,True,101,87,188,"{'r': 0.974231, 'l': 1070, 't': 173.774514}",False
1080,177630,2024-03-08,32489.96000000001,0.85951024,2,0.0,1.2517925424343879,True,108,80,188,"{'r': 1.251793, 'l': 1070, 't': 174.580625}",False
1080,178700,2024-03-08,21393.399999999998,-0.101166844,0,0.0,0.8272733275934305,True,92,89,181,"{'r': 0.827273, 'l': 1070, 't': 175.690506}",False
