time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/explained_variance,train/std,train/n_updates,train/clip_fraction,train/loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/clip_range
317,1649.377049180328,307200,967,25,0.07048180327868853,0.0010528174876223298,0.0003,-0.012410998344421387,0.9576515555381775,240,0.045182291666666666,-0.00034249748568981886,0.005302046,-0.0011915366759543153,-2.736570051809152,0.2
330,1650.015625,319488,967,26,0.067200828125,0.0010232096409860485,0.0003,0.012890279293060303,0.9657413959503174,250,0.04686686197916667,-0.005607285536825657,0.0048379884,-0.0012265287199018833,-2.746771976351738,0.2
343,1650.409090909091,331776,966,27,0.06523904545454545,0.0010155059700082346,0.0003,0.0016282200813293457,0.9614315032958984,260,0.050887044270833334,0.011966769583523273,0.005133471,-0.0010230910074218022,-2.742173266535004,0.2
355,1650.7794117647059,344064,966,28,0.05498083823529412,0.0009464797543841996,0.0003,-6.330013275146484e-05,0.9595869779586792,270,0.0501708984375,0.000240204855799675,0.0055754795,-0.0008221329255320598,-2.7348754963527124,0.2
368,1651.2957746478874,356352,965,29,0.05234128169014085,0.0011427750859487181,0.0003,0.0009624958038330078,0.9500865936279297,280,0.05203450520833333,0.033417243510484695,0.00603216,-0.001864660506786701,-2.711992212633292,0.2
381,1651.6164383561643,368640,965,30,0.05685386301369862,0.0010658380365687965,0.0003,-0.010792016983032227,0.9434477090835571,290,0.05223795572916667,-0.01599053293466568,0.005762528,-0.0011656445002396745,-2.697563961520791,0.2
394,1652.0657894736842,380928,964,31,0.051976131578947364,0.0010332869968806336,0.0003,-0.0023006200790405273,0.9433165788650513,300,0.0518310546875,0.00937421340495348,0.0048733563,-0.00033482610378996467,-2.687308540319403,0.2
407,1652.3461538461538,393216,964,32,0.05733396153846153,0.0009522491431804762,0.0003,0.002193748950958252,0.9410550594329834,310,0.045849609375,0.0014724020147696137,0.004751406,-0.00025166988489218057,-2.6812149111181496,0.2
420,1652.7407407407406,405504,963,33,0.06607985185185183,0.001025806704031614,0.0003,-0.013716340065002441,0.9448202848434448,320,0.0459716796875,-0.006551604252308607,0.005237997,-0.00022162873865454457,-2.6843261742343505,0.2
433,1652.987951807229,417792,963,34,0.07226650602409637,0.0011589041425698573,0.0003,0.002253234386444092,0.9417893290519714,330,0.05319010416666667,0.004913046024739742,0.0043114144,-0.0007287130353991718,-2.6795095254977546,0.2
446,1653.3372093023256,430080,962,35,0.0710702441860465,0.000998711913492419,0.0003,-0.0034569501876831055,0.9483993053436279,340,0.0492431640625,-0.023692477494478226,0.004545686,-0.0012179929891620608,-2.691926234588027,0.2
459,1653.5568181818182,442368,962,36,0.08296001136363636,0.0011364235994885045,0.0003,-0.004701137542724609,0.945866584777832,350,0.058487955729166666,0.010662511922419071,0.0066966168,0.0006472513859383373,-2.679836715385318,0.2
472,1653.868131868132,454656,961,37,0.08621803296703297,0.001035410062589411,0.0003,0.00019073486328125,0.9390674233436584,360,0.07890625,0.0075173345394432545,0.007253042,-0.0011099871529343848,-2.6756631465007863,0.2
485,1654.0645161290322,466944,961,38,0.08229031182795699,0.0009527237764359597,0.0003,-0.00040221214294433594,0.926572322845459,370,0.0467529296875,-0.014444222673773766,0.004973542,-0.000998955276008928,-2.654847747211655,0.2
498,1654.34375,479232,961,39,0.08855424999999999,0.0011140832608058796,0.0003,0.01073676347732544,0.9318768978118896,380,0.04369303385416667,0.018335772678256035,0.005532091,-6.157829338917508e-05,-2.654466081907352,0.2
511,1654.5204081632653,491520,960,40,0.07951768367346937,0.001066908629536556,0.0003,-0.005043745040893555,0.932358980178833,390,0.05206705729166667,0.013505962677299976,0.0051902193,-0.0009017603032892414,-2.659930295497179,0.2
524,1654.69,503808,960,41,0.08221599999999998,0.000968510251823318,0.0003,-0.003172159194946289,0.9358254671096802,400,0.052286783854166664,0.006012566387653351,0.005533129,-0.0008022726879668578,-2.6590163448204596,0.2
537,1663.0,516096,960,42,0.08145521,0.0008588554664584081,0.0003,-0.011072635650634766,0.9346163272857666,410,0.058146158854166664,-0.002093025716021657,0.0059035136,-0.0017676958365579292,-2.647450265660882,0.2
550,1663.0,528384,960,43,0.08987547,0.0011236567642602798,0.0003,-0.0032171010971069336,0.933035135269165,420,0.04391276041666667,-0.003379810368642211,0.004676567,-0.0005857942887814716,-2.6454275485128163,0.2
563,1663.0,540672,959,44,0.09561124,0.0008851116939695203,0.0003,-0.019932270050048828,0.9159969091415405,430,0.05272623697916667,-0.017812713980674744,0.0061310553,-0.0013237940601053802,-2.6188013752301535,0.2
576,1663.0,552960,959,45,0.08620137999999997,0.0008772071433971481,0.0003,-0.0037528276443481445,0.9134594202041626,440,0.04669596354166667,0.02237466163933277,0.004364522,-0.0001460206415989281,-2.603263533487916,0.2
588,1663.0,565248,959,46,0.07637667999999997,0.0010561050182786857,0.0003,-0.0057489871978759766,0.9208839535713196,450,0.0477783203125,0.014915683306753635,0.004861085,-0.0003209809889085591,-2.611788444966078,0.2
601,1663.0,577536,959,47,0.06498702999999999,0.0010519729565203306,0.0003,-0.0015206336975097656,0.9197330474853516,460,0.045947265625,0.005378043279051781,0.0044715214,-0.0007824001210489465,-2.613492756461104,0.2
614,1663.0,589824,959,48,0.06762925999999998,0.000865030278479632,0.0003,-0.0076972246170043945,0.9238594770431519,470,0.04308268229166667,0.002699023811146617,0.0051741195,-0.0009538246556379212,-2.6119014666726192,0.2
627,1663.0,602112,959,49,0.07749676,0.0012323524819142526,0.0003,-0.004119992256164551,0.9325791001319885,480,0.04453125,0.003867899300530553,0.0044550784,-0.0015286389607354067,-2.6187313040097555,0.2
640,1663.0,614400,959,50,0.08800339000000001,0.0009294603692220941,0.0003,0.0007787942886352539,0.9288098812103271,490,0.036393229166666666,-0.013236175291240215,0.0050733495,-0.0010752564735109142,-2.6215746900687615,0.2
653,1663.0,626688,959,51,0.09821943000000001,0.0009638602647707254,0.0003,-0.009500503540039062,0.9345911741256714,500,0.06297200520833333,0.012715229764580727,0.0062571974,-0.00220643267603009,-2.6237525592247644,0.2
666,1663.0,638976,959,52,0.10289303999999999,0.0010296244226083219,0.0003,0.0027715563774108887,0.9279401302337646,510,0.04287923177083333,0.004617366008460522,0.0038391035,-0.0007155728172316837,-2.6170762373755374,0.2
678,1663.0,651264,959,53,0.11131148000000002,0.0009100606391105732,0.0003,0.007428288459777832,0.9313498735427856,520,0.052018229166666666,0.008024631068110466,0.004627555,-0.0014176094402500894,-2.6160038096209366,0.2
691,1663.0,663552,959,54,0.09884086000000002,0.0009767351458322081,0.0003,-0.0018117427825927734,0.9309270977973938,530,0.05419108072916667,-0.0027974599506706,0.00500554,-0.0001501421126401207,-2.6175196191916865,0.2
704,1663.0,675840,959,55,0.08272001,0.0009695407915842225,0.0003,0.012005627155303955,0.9368020296096802,540,0.042805989583333336,0.008388606831431389,0.0038927067,-0.0008021581539651379,-2.622568002094825,0.2
716,1663.0,688128,960,56,0.07743048000000002,0.0010752726221501991,0.0003,-0.01255345344543457,0.9336849451065063,550,0.0516357421875,-0.008780335076153278,0.004908717,-0.0015084129362852158,-2.6198871855934462,0.2
729,1663.0,700416,960,57,0.0973839,0.0009970678907090284,0.0003,0.0008066296577453613,0.933829665184021,560,0.043253580729166664,-0.005510378163307905,0.005876247,-0.0002258037338227344,-2.611546054730813,0.2
742,1663.0,712704,960,58,0.10968053999999999,0.001126808039058839,0.0003,0.0063838958740234375,0.9340091347694397,570,0.04108072916666667,0.011584179475903511,0.0045218864,-0.0010810651069429393,-2.60211162691315,0.2
754,1663.0,724992,960,59,0.12136551000000001,0.0011046242558374311,0.0003,-0.017711997032165527,0.9379587173461914,580,0.038899739583333336,-0.0034478993620723486,0.0038586229,-0.00024861478911285907,-2.607390110567212,0.2
767,1663.0,737280,960,60,0.13646138,0.0009467465802117658,0.0003,0.0005636215209960938,0.9439259767532349,590,0.04324544270833333,0.006075156386941671,0.0047791596,-0.0012241045752792465,-2.6156518002351126,0.2
780,1663.0,749568,960,61,0.11320032999999997,0.0009598890465743656,0.0003,-0.006326198577880859,0.9437071084976196,600,0.03436686197916667,0.00670555280521512,0.0037443044,-0.0004475939424689083,-2.613503587990999,0.2
793,1663.0,761856,960,62,0.11312797,0.0010772067242063106,0.0003,-0.0005472898483276367,0.9465581774711609,610,0.0435791015625,0.010889749974012375,0.0045837983,-0.0015117076191624315,-2.6207640413194895,0.2
805,1663.0,774144,960,63,0.09883029,0.0011075796710883878,0.0003,-0.008968353271484375,0.938316822052002,620,0.04462076822916667,-0.0038224172312766314,0.0046915202,-0.0009717647689588678,-2.601883633931478,0.2
818,1663.0,786432,960,64,0.10945264000000002,0.0009350202452272546,0.0003,-0.01190185546875,0.9410629272460938,630,0.046240234375,-0.008922696113586426,0.0051954067,-0.001586748044307266,-2.5955935715387266,0.2
831,1663.0,798720,960,65,0.11355504,0.0007367354586070481,0.0003,-0.007498502731323242,0.9424470663070679,640,0.052937825520833336,0.0011629103682935238,0.004814763,-0.0009535249300824944,-2.599168631186088,0.2
843,1663.0,811008,960,66,0.09439603,0.0009993963521386226,0.0003,-0.0070307254791259766,0.9463895559310913,650,0.05713704427083333,0.010562040843069553,0.0057288758,-0.0025050271052653745,-2.6047897074371575,0.2
856,1663.0,823296,961,67,0.10477568999999999,0.0008915260820079614,0.0003,-0.0042057037353515625,0.9453142881393433,660,0.0402587890625,0.011978044174611568,0.005103436,-0.0012304347760315674,-2.6070183450977007,0.2
869,1663.0,835584,961,68,0.10082759999999999,0.001091301800321768,0.0003,-0.0023131370544433594,0.9457982182502747,670,0.03909505208333333,0.007396622560918331,0.0036844735,-0.0008186838317972918,-2.604752052947879,0.2
882,1663.0,847872,961,69,0.11951676999999998,0.0010720765062008772,0.0003,-0.001311659812927246,0.9302167892456055,680,0.041544596354166664,-0.013757524080574512,0.005054677,-0.0005625698412283479,-2.577502856651942,0.2
894,1663.0,860160,961,70,0.11567076999999998,0.0010981856727539708,0.0003,-0.007231473922729492,0.9304255247116089,690,0.03787434895833333,-0.0020473722834140062,0.0043766308,-0.00013835390103243602,-2.561988969768087,0.2
907,1663.0,872448,961,71,0.11570010999999997,0.0008744335425338553,0.0003,-0.006683230400085449,0.9360795617103577,700,0.036238606770833334,0.0021589072421193123,0.0045604766,-0.0005934131317189894,-2.5738674264401196,0.2
920,1663.0,884736,961,72,0.1198597,0.0010311299655313632,0.0003,-0.007130265235900879,0.9329230785369873,710,0.042138671875,0.009306187741458416,0.0041274973,-0.001379000903883328,-2.5607780295113725,0.2
933,1663.0,897024,961,73,0.11379429,0.00101047417559433,0.0003,-0.0028399229049682617,0.9256906509399414,720,0.04501139322916667,0.006819444242864847,0.0051789326,-0.0011894216695509385,-2.552551904817422,0.2
945,1663.0,909312,961,74,0.12653093999999998,0.0009721329883783862,0.0003,-0.0013170242309570312,0.9337890148162842,730,0.03946126302083333,-0.006493206601589918,0.0039848303,-0.0009437215863727033,-2.5501853531847396,0.2
958,1663.0,921600,961,75,0.12180830999999999,0.0009745315429881884,0.0003,-0.005960702896118164,0.9410383701324463,740,0.033487955729166664,0.00282842805609107,0.003198746,-0.00043545942899072545,-2.5607752801229555,0.2
971,1663.0,933888,961,76,0.10767699,0.0008294933628045935,0.0003,-0.0036846399307250977,0.9301050901412964,750,0.03985188802083333,-0.002598154591396451,0.0037162702,-0.00043149991931083304,-2.5526236786196628,0.2
984,1663.0,946176,961,77,0.09840463000000002,0.001219453517630124,0.0003,-0.0013651847839355469,0.9233478307723999,760,0.03746744791666667,0.01222731452435255,0.005517447,-0.0005195189000611815,-2.537684350088239,0.2
996,1663.0,958464,961,78,0.09469940000000002,0.0009226958275121433,0.0003,-0.0058394670486450195,0.912826418876648,770,0.04342447916666667,-0.003359205788001418,0.004531769,-0.0013601123685172448,-2.5140385143458843,0.2
1009,1663.0,970752,961,79,0.10375535999999999,0.0012439978548930716,0.0003,-0.0031054019927978516,0.9054716229438782,780,0.04228515625,-0.004700872115790844,0.0051060473,-0.0006073564824570591,-2.496211024746299,0.2
1022,1663.0,983040,961,80,0.10003851000000001,0.0009867157600486583,0.0003,-0.0008523464202880859,0.9049595594406128,790,0.035498046875,-0.010110842995345592,0.0041070282,-7.80244508253721e-05,-2.4887456739942233,0.2
1034,1663.0,995328,961,81,0.09836479999999997,0.0009287585564834444,0.0003,0.001443028450012207,0.9046105146408081,800,0.04637858072916667,-0.004536384250968695,0.004920395,-0.0012165879852545913,-2.4815386767188707,0.2
1047,1663.0,1007616,961,82,0.09604586999999999,0.0012163994305865345,0.0003,0.003448307514190674,0.9123145937919617,810,0.04615071614583333,-0.0038308443035930395,0.0047538956,-0.001224192415975267,-2.4924430953959624,0.2
1060,1663.0,1019904,961,83,0.09872967999999997,0.0009574803714410033,0.0003,-0.0056705474853515625,0.8983641862869263,820,0.04345703125,-0.0076453001238405704,0.004560226,-0.0008059507349874669,-2.465092373515169,0.2
1072,1663.0,1032192,962,84,0.10013413999999997,0.0008947483241324032,0.0003,-0.006655335426330566,0.9090046882629395,830,0.046875,0.0038030394352972507,0.0045325425,-0.0012968236864253414,-2.4719167411327363,0.2
1085,1663.0,1044480,962,85,0.11969053,0.0010356748523615048,0.0003,-0.002720355987548828,0.9040331244468689,840,0.04181315104166667,-0.00505132507532835,0.004983291,-0.000742865775100654,-2.4650857474654915,0.2
1098,1663.0,1056768,962,86,0.12118829,0.0007746845653552252,0.0003,-0.005031704902648926,0.9077869653701782,850,0.035294596354166666,0.017309729009866714,0.0034976343,-0.00023918030456115957,-2.459476314485073,0.2
1110,1663.0,1069056,962,87,0.11903819,0.0010036705544431848,0.0003,-0.0026443004608154297,0.9087794423103333,860,0.04366861979166667,-0.003707435680553317,0.004753853,-0.0007906931503384839,-2.4627404702206452,0.2
1123,1663.0,1081344,962,88,0.12156138,0.0008540463595636538,0.0003,-0.0009739398956298828,0.9133363962173462,870,0.050333658854166664,-0.011994307860732079,0.0042830645,-0.0015663385233589604,-2.460233887160818,0.2
1136,1663.0,1093632,962,89,0.12083309999999997,0.0008797348982625408,0.0003,-0.0013661384582519531,0.9185056686401367,880,0.051619466145833334,-0.005502471700310707,0.0052795876,-0.001458479532933173,-2.460593105852604,0.2
1148,1663.0,1105920,962,90,0.11512929999999998,0.0011953592194458907,0.0003,0.00021260976791381836,0.9152520895004272,890,0.041056315104166664,0.014771097339689732,0.004641593,0.00011766185659022692,-2.454632330313325,0.2
1161,1663.0,1118208,962,91,0.1228436,0.0009353835438408472,0.0003,0.003647148609161377,0.9115666151046753,900,0.04165852864583333,-0.009898918680846691,0.005036631,-0.0008501638898451347,-2.4412202700972556,0.2
1174,1663.0,1130496,962,92,0.11859491999999999,0.0010433262698067362,0.0003,-0.00979626178741455,0.932320237159729,910,0.04083658854166667,0.008427351713180542,0.0037898899,-0.0012025513487363545,-2.465790556619565,0.2
1186,1663.0,1142784,962,93,0.10714906,0.0008317835935182908,0.0003,-0.00017368793487548828,0.9206793308258057,920,0.041642252604166666,-0.028417738154530525,0.0036813505,-0.0004572919193985096,-2.4553602293133734,0.2
1199,1663.0,1155072,962,94,0.10881102999999998,0.0009376005989755261,0.0003,0.00159454345703125,0.919989824295044,930,0.04253743489583333,-0.007523136679083109,0.0037034664,-0.0004231176998776694,-2.4388180394967396,0.2
1212,1663.0,1167360,962,95,0.12134988999999997,0.0009931272939714593,0.0003,-0.0065424442291259766,0.9091148376464844,940,0.0337646484375,-0.009535674005746841,0.004282669,-0.0005855415646995728,-2.418840144077937,0.2
1225,1663.0,1179648,962,96,0.13999514,0.0010203839009288154,0.0003,-0.0007469654083251953,0.9064603447914124,950,0.040690104166666664,-0.005195405799895525,0.004770528,-0.0008926630873853961,-2.4031456808249154,0.2
1237,1663.0,1191936,962,97,0.12887937,0.0009534266998040645,0.0003,-0.019298315048217773,0.8966660499572754,960,0.05484212239583333,0.002192104235291481,0.0055861133,-0.0012783751861813167,-2.3866229814787707,0.2
1250,1663.0,1204224,962,98,0.12989873,0.0010242087966465382,0.0003,-0.0017778873443603516,0.8987174034118652,970,0.04259440104166667,-0.012496509589254856,0.0044733263,-0.0005295776589870608,-2.385284321506818,0.2
1263,1663.0,1216512,962,99,0.12912990000000002,0.0008831321339130227,0.0003,-0.004070639610290527,0.901969850063324,980,0.040242513020833336,-0.018078787252306938,0.0035697913,-0.0009111127476595963,-2.3814042640229065,0.2
1276,1663.0,1228800,962,100,0.11909988000000002,0.0009957883540513042,0.0003,-0.0028363466262817383,0.8961330652236938,990,0.040144856770833334,-0.014525077305734158,0.004253596,-0.0006770349410847605,-2.3792085874825717,0.2
1288,1663.0,1241088,963,101,0.11417271000000001,0.0010258575954291396,0.0003,-0.004363059997558594,0.8927464485168457,1000,0.0395263671875,9.369885083287954e-05,0.004823035,-0.00026870580525913584,-2.365242591003577,0.2
1301,1663.0,1253376,963,102,0.12655380000000002,0.0009271857086484184,0.0003,0.0022832155227661133,0.8923261761665344,1010,0.03378092447916667,-0.013372418470680714,0.004236325,-3.660343281808309e-05,-2.363968004534642,0.2
1314,1663.0,1265664,963,103,0.12347238999999999,0.0009603437553172019,0.0003,-0.00026738643646240234,0.8934024572372437,1020,0.05597330729166667,0.0005438738153316081,0.0045050196,-0.0016686099712387658,-2.361192592854301,0.2
1326,1663.0,1277952,963,104,0.11914033,0.0007451831134100454,0.0003,-0.006803274154663086,0.897647500038147,1030,0.05292154947916667,0.004318749997764826,0.005158612,-0.0010319845081539825,-2.3620134183516104,0.2
1339,1663.0,1290240,963,105,0.10719611000000002,0.001085889911155391,0.0003,-0.005858898162841797,0.9008076190948486,1040,0.056070963541666664,0.007395628374069929,0.0054962933,-0.001656320030936816,-2.3687781798342864,0.2
1351,1663.0,1302528,963,106,0.12795969000000001,0.0009837648047853994,0.0003,-0.008294105529785156,0.9063920378684998,1050,0.04147135416666667,0.00723014073446393,0.0032736294,-0.00019928875020317112,-2.369213608528177,0.2
1364,1663.0,1314816,963,107,0.13118489,0.0010117827856295965,0.0003,-0.0018411874771118164,0.9039254188537598,1060,0.05785319010416667,-0.03273690864443779,0.0052399673,-0.0016553795687893095,-2.3615198232233525,0.2
1377,1663.0,1327104,963,108,0.13406453,0.0009561492547315235,0.0003,-0.0006450414657592773,0.9051061272621155,1070,0.05264485677083333,-0.012250911444425583,0.0045457925,-0.0009162592323264107,-2.357718906675776,0.2
1389,1663.0,1339392,963,109,0.1229676,0.0011030766673229663,0.0003,-0.004639148712158203,0.917872965335846,1080,0.04613444010416667,0.0036747492849826813,0.0045787455,-0.0009497626371739898,-2.3693168060233196,0.2
1402,1663.0,1351680,963,110,0.11378846,0.0008992465702855649,0.0003,-9.167194366455078e-05,0.9151065349578857,1090,0.05579427083333333,0.015479277819395065,0.0051446944,-0.001509201501175994,-2.3634844683110714,0.2
1415,1663.0,1363968,963,111,0.11593710999999997,0.0009581992023110312,0.0003,-0.0012894868850708008,0.9099403619766235,1100,0.051611328125,-0.016065794974565506,0.0051865247,-0.0009894657778204419,-2.348177436987559,0.2
1427,1663.0,1376256,963,112,0.10971107999999999,0.0009301784012980837,0.0003,0.002614140510559082,0.913637638092041,1110,0.047745768229166666,-0.015982089564204216,0.004668118,-0.0008424107198758672,-2.350372951105237,0.2
1440,1663.0,1388544,963,113,0.11755500999999997,0.0009356955239278856,0.0003,0.0010730624198913574,0.9181286692619324,1120,0.04217936197916667,0.001171537209302187,0.004455645,-0.0005610538833328367,-2.349463386833668,0.2
1453,1663.0,1400832,963,114,0.10897000999999999,0.0010500187078378077,0.0003,0.0015570521354675293,0.9163548946380615,1130,0.0453857421875,-0.013084345497190952,0.003936776,-0.000798540004567864,-2.3437682136893274,0.2
1465,1663.0,1413120,964,115,0.09458768,0.0009743634968193267,0.0003,4.684925079345703e-05,0.9107785224914551,1140,0.043375651041666664,-0.004528289660811424,0.004545829,-0.0009599560369679238,-2.337391423434019,0.2
1478,1663.0,1425408,964,116,0.10429531999999998,0.00104589884269141,0.0003,0.003622889518737793,0.914425253868103,1150,0.03916015625,0.01813817024230957,0.004858377,-0.0009859549565589987,-2.3443431635697682,0.2
1491,1663.0,1437696,964,117,0.11212517999999999,0.0008999495415385658,0.0003,-0.0017249584197998047,0.9267382621765137,1160,0.043107096354166666,-0.0030578584410250187,0.005087456,-0.0010238830065645744,-2.3558349773287772,0.2
1503,1663.0,1449984,964,118,0.11440389999999999,0.0010534594852591303,0.0003,-0.004119873046875,0.934792697429657,1170,0.047021484375,0.03055400587618351,0.005465839,-0.000771045294823125,-2.3764788679778577,0.2
1516,1663.0,1462272,964,119,0.10653229,0.0010518093951304764,0.0003,-0.002470731735229492,0.9390065670013428,1180,0.052197265625,0.018291369080543518,0.0049818824,-0.0017216200974265424,-2.379648101950685,0.2
1529,1663.0,1474560,964,120,0.11709129000000001,0.0011714809959964137,0.0003,-0.0031061172485351562,0.9344508051872253,1190,0.040299479166666666,-0.007020642515271902,0.005005157,-0.00029373610862724794,-2.376827796921134,0.2
1542,1663.0,1486848,964,121,0.11041324000000001,0.0009343370968660262,0.0003,-0.0011562108993530273,0.9300604462623596,1200,0.0525634765625,0.0019832344260066748,0.005798383,-0.0011919045427930541,-2.362534111117323,0.2
1554,1663.0,1499136,964,122,0.11941715,0.0010830396332039526,0.0003,-0.002643585205078125,0.9255895614624023,1210,0.043595377604166666,0.014402767643332481,0.004210228,-0.0007888608243471633,-2.3461692372957867,0.2
1567,1663.0,1511424,964,123,0.11508484,0.0009342344112307425,0.0003,0.00141829252243042,0.9191610813140869,1220,0.04759928385416667,0.00029697405989281833,0.005907589,-0.000769291611504741,-2.3273654421170553,0.2
1580,1663.0,1523712,964,124,0.12813501,0.0011614806963886318,0.0003,-0.00550234317779541,0.9144447445869446,1230,0.0439453125,0.005914685782045126,0.004685976,-0.000491545048377399,-2.311314984659354,0.2
1593,1663.0,1536000,964,125,0.10601626,0.0008893829260917603,0.0003,-0.00020205974578857422,0.8984324932098389,1240,0.0478515625,0.015231573954224586,0.0053460947,-0.000496292085153982,-2.292485607539614,0.2
1605,1663.0,1548288,964,126,0.09712769,0.0009794400551678942,0.0003,0.00010275840759277344,0.9030207395553589,1250,0.0387939453125,0.022486502304673195,0.004441016,-0.0009670564298479197,-2.290254027148088,0.2
